Referee,date,location,Winner,title_bout,weight_class,Genre,R_fighter,B_fighter,R_age,B_age,ID_peleas,Year
Mario Yamasaki,2007-09-19,"Las Vegas, Nevada, USA",Red,0,Error,Male,Kenny Florian,Din Thomas,31.0,30.0,5230,2007
Herb Dean,2007-09-19,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Chris Leben,Terry Martin,27.0,26.0,5231,2007
Mario Yamasaki,2007-09-19,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Gray Maynard,Joe Veres,28.0,29.0,5232,2007
Herb Dean,2007-09-19,"Las Vegas, Nevada, USA",Red,0,Error,Male,Thiago Alves,Kuniyoshi Hironaka,23.0,31.0,5233,2007
Steve Mazzagatti,2007-09-19,"Las Vegas, Nevada, USA",Red,0,Featherweight,Male,Cole Miller,Leonard Garcia,23.0,28.0,5234,2007
Herb Dean,2007-09-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Luke Cummo,Edilberto de Oliveira,27.0,24.0,5235,2007
Mario Yamasaki,2007-09-19,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Nate Quarry,Pete Sell,35.0,25.0,5236,2007
Steve Mazzagatti,2007-09-19,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Nate Diaz,Junior Assuncao,22.0,26.0,5237,2007
Steve Mazzagatti,2007-09-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Dustin Hazelett,Jonathan Goulet,21.0,28.0,5238,2007
Yves Lavigne,2007-09-08,"London, England, United Kingdom",Red,0,Peso_Pactado,Male,Houston Alexander,Alessio Sakara,35.0,26.0,5239,2007
John McCarthy,2007-09-08,"London, England, United Kingdom",Red,0,Light heavyweight,Male,Thiago Silva,Tomasz Drwal,24.0,25.0,5240,2007
John McCarthy,2007-09-08,"London, England, United Kingdom",Red,0,Peso_Pactado,Male,Cheick Kongo,Mirko Filipovic,32.0,32.0,5241,2007
Mario Yamasaki,2007-09-08,"London, England, United Kingdom",Red,0,Error,Male,Michael Bisping,Matt Hamill,28.0,30.0,5242,2007
Yves Lavigne,2007-09-08,"London, England, United Kingdom",Red,0,Error,Male,Dennis Siver,Naoyuki Kotani,28.0,25.0,5243,2007
Mario Yamasaki,2007-09-08,"London, England, United Kingdom",Red,0,Lightweight,Male,Gleison Tibau,Terry Etim,23.0,21.0,5244,2007
Yves Lavigne,2007-09-08,"London, England, United Kingdom",Red,0,Peso_Pactado,Male,Marcus Davis,Paul Taylor,34.0,27.0,5245,2007
Mario Yamasaki,2007-09-08,"London, England, United Kingdom",Red,0,Welterweight,Male,Jess Liaudin,Anthony Torres,0,29.0,5246,2007
John McCarthy,2007-09-08,"London, England, United Kingdom",Red,1,Peso_Pactado,Male,Quinton Jackson,Dan Henderson,29.0,37.0,5247,2007
Steve Mazzagatti,2007-08-25,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Roger Huerta,Alberto Crane,24.0,31.0,5248,2007
Steve Mazzagatti,2007-08-25,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Renato Sobral,David Heath,31.0,31.0,5249,2007
Herb Dean,2007-08-25,"Las Vegas, Nevada, USA",Red,0,Error,Male,Patrick Cote,Kendall Grove,27.0,24.0,5250,2007
Herb Dean,2007-08-25,"Las Vegas, Nevada, USA",Red,1,Error,Male,Randy Couture,Gabriel Gonzaga,44.0,28.0,5251,2007
John McCarthy,2007-08-25,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Frank Mir,Antoni Hardonk,28.0,31.0,5252,2007
John McCarthy,2007-08-25,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Georges St-Pierre,Josh Koscheck,26.0,29.0,5253,2007
John McCarthy,2007-08-25,"Las Vegas, Nevada, USA",Red,0,Error,Male,Joe Stevenson,Kurt Pellegrino,25.0,28.0,5254,2007
Steve Mazzagatti,2007-08-25,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Clay Guida,Marcus Aurelio,25.0,34.0,5255,2007
Herb Dean,2007-08-25,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Thales Leites,Ryan Jensen,25.0,29.0,5256,2007
John McCarthy,2007-07-07,"Sacramento, California, USA",Red,1,Middleweight,Male,Anderson Silva,Nate Marquardt,32.0,28.0,5257,2007
John McCarthy,2007-07-07,"Sacramento, California, USA",Draw,0,Light heavyweight,Male,Rashad Evans,Tito Ortiz,27.0,32.0,5258,2007
Yves Lavigne,2007-07-07,"Sacramento, California, USA",Red,0,Error,Male,Kenny Florian,Alvin Robinson,31.0,24.0,5259,2007
Yves Lavigne,2007-07-07,"Sacramento, California, USA",Red,0,Error,Male,Antonio Rodrigo Nogueira,Heath Herring,31.0,29.0,5260,2007
Jon Schorle,2007-07-07,"Sacramento, California, USA",Red,0,Welterweight,Male,Chris Lytle,Jason Gilliam,32.0,0,5261,2007
John McCarthy,2007-07-07,"Sacramento, California, USA",Red,1,Lightweight,Male,Sean Sherk,Hermes Franca,33.0,32.0,5262,2007
Yves Lavigne,2007-07-07,"Sacramento, California, USA",Red,0,Lightweight,Male,Jorge Gurgel,Diego Saraiva,30.0,25.0,5263,2007
Jon Schorle,2007-07-07,"Sacramento, California, USA",Red,0,Light heavyweight,Male,Stephan Bonnar,Mike Nickels,30.0,35.0,5264,2007
Jon Schorle,2007-07-07,"Sacramento, California, USA",Red,0,Error,Male,Frankie Edgar,Mark Bocek,25.0,25.0,5265,2007
Steve Mazzagatti,2007-06-23,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Roger Huerta,Doug Evans,24.0,26.0,5266,2007
Herb Dean,2007-06-23,"Las Vegas, Nevada, USA",Red,0,Error,Male,Leonard Garcia,Allen Berube,27.0,32.0,5267,2007
Steve Mazzagatti,2007-06-23,"Las Vegas, Nevada, USA",Draw,0,Lightweight,Male,Gray Maynard,Rob Emerson,28.0,25.0,5268,2007
Yves Lavigne,2007-06-23,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Thales Leites,Floyd Sword,25.0,30.0,5269,2007
Herb Dean,2007-06-23,"Las Vegas, Nevada, USA",Red,1,Peso_Pactado,Male,Nate Diaz,Manvel Gamburyan,22.0,26.0,5270,2007
Steve Mazzagatti,2007-06-23,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,BJ Penn,Jens Pulver,28.0,32.0,5271,2007
Yves Lavigne,2007-06-23,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Matt Wiman,Brian Geraghty,23.0,26.0,5272,2007
Herb Dean,2007-06-23,"Las Vegas, Nevada, USA",Red,0,Error,Male,Cole Miller,Andy Wang,23.0,30.0,5273,2007
Herb Dean,2007-06-23,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Joe Lauzon,Brandon Melendez,23.0,24.0,5274,2007
Yves Lavigne,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,0,Welterweight,Male,Marcus Davis,Jason Tan,33.0,25.0,5275,2007
Herb Dean,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,0,Peso_Pactado,Male,Ed Herman,Scott Smith,26.0,28.0,5276,2007
Herb Dean,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,0,Error,Male,Eddie Sanchez,Colin Robinson,24.0,38.0,5277,2007
Yves Lavigne,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,0,Error,Male,Tyson Griffin,Clay Guida,23.0,25.0,5278,2007
John McCarthy,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,0,Light heavyweight,Male,Forrest Griffin,Hector Ramirez,28.0,31.0,5279,2007
Yves Lavigne,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,0,Welterweight,Male,Dustin Hazelett,Stevie Lynch,21.0,0,5280,2007
Herb Dean,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,0,Middleweight,Male,Jason MacDonald,Rory Singer,32.0,31.0,5281,2007
John McCarthy,2007-06-16,"Belfast, Northern Ireland, United Kingdom",Red,0,Peso_Pactado,Male,Rich Franklin,Yushin Okami,32.0,25.0,5282,2007
John McCarthy,2007-06-12,"Hollywood, Florida, USA",Red,0,Lightweight,Male,Gleison Tibau,Jeff Cox,23.0,38.0,5283,2007
Jorge Alonso,2007-06-12,"Hollywood, Florida, USA",Red,0,Middleweight,Male,Drew McFedries,Jordan Radev,28.0,30.0,5284,2007
Troy Waugh,2007-06-12,"Hollywood, Florida, USA",Red,0,Welterweight,Male,Jon Fitch,Roan Carneiro,29.0,29.0,5285,2007
Jorge Alonso,2007-06-12,"Hollywood, Florida, USA",Red,0,Peso_Pactado,Male,Tamdan McCrory,Pete Spratt,20.0,36.0,5286,2007
Troy Waugh,2007-06-12,"Hollywood, Florida, USA",Red,0,Peso_Pactado,Male,Anthony Johnson,Chad Reiner,23.0,25.0,5287,2007
Troy Waugh,2007-06-12,"Hollywood, Florida, USA",Red,0,Welterweight,Male,Forrest Petz,Luigi Fioravanti,31.0,26.0,5288,2007
John McCarthy,2007-06-12,"Hollywood, Florida, USA",Red,0,Lightweight,Male,Spencer Fisher,Sam Stout,31.0,23.0,5289,2007
John McCarthy,2007-06-12,"Hollywood, Florida, USA",Red,0,Error,Male,Thiago Tavares,Jason Black,22.0,34.0,5290,2007
Jorge Alonso,2007-06-12,"Hollywood, Florida, USA",Red,0,Lightweight,Male,Nate Mohr,Luke Caudillo,24.0,26.0,5291,2007
Mario Yamasaki,2007-05-26,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Terry Martin,Ivan Salaverry,26.0,36.0,5292,2007
John McCarthy,2007-05-26,"Las Vegas, Nevada, USA",Red,1,Light heavyweight,Male,Quinton Jackson,Chuck Liddell,28.0,37.0,5293,2007
John McCarthy,2007-05-26,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Din Thomas,Jeremy Stephens,30.0,21.0,5294,2007
Herb Dean,2007-05-26,"Las Vegas, Nevada, USA",Red,0,Light heavyweight,Male,Thiago Silva,James Irvin,24.0,28.0,5295,2007
Steve Mazzagatti,2007-05-26,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Alan Belcher,Sean Salmon,23.0,29.0,5296,2007
Herb Dean,2007-05-26,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Karo Parisyan,Joshua Burkman,24.0,27.0,5297,2007
Mario Yamasaki,2007-05-26,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Kalib Starnes,Chris Leben,32.0,26.0,5298,2007
Steve Mazzagatti,2007-05-26,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Houston Alexander,Keith Jardine,35.0,31.0,5299,2007
Mario Yamasaki,2007-05-26,"Las Vegas, Nevada, USA",Red,0,Error,Male,Wilson Gouveia,Carmelo Marrero,28.0,26.0,5300,2007
Mario Yamasaki,2007-04-21,"Manchester, England, United Kingdom",Red,0,Error,Male,Lyoto Machida,David Heath,28.0,31.0,5301,2007
Steve Mazzagatti,2007-04-21,"Manchester, England, United Kingdom",Red,0,Peso_Pactado,Male,Terry Etim,Matt Grice,21.0,25.0,5302,2007
Herb Dean,2007-04-21,"Manchester, England, United Kingdom",Red,0,Error,Male,Andrei Arlovski,Fabricio Werdum,28.0,29.0,5303,2007
Herb Dean,2007-04-21,"Manchester, England, United Kingdom",Red,0,Error,Male,Junior Assuncao,David Lee,25.0,0,5304,2007
Mario Yamasaki,2007-04-21,"Manchester, England, United Kingdom",Red,0,Error,Male,Alessio Sakara,Victor Valimaki,25.0,0,5305,2007
Herb Dean,2007-04-21,"Manchester, England, United Kingdom",Red,0,Peso_Pactado,Male,Gabriel Gonzaga,Mirko Filipovic,27.0,32.0,5306,2007
Mario Yamasaki,2007-04-21,"Manchester, England, United Kingdom",Red,0,Error,Male,Cheick Kongo,Assuerio Silva,31.0,32.0,5307,2007
Steve Mazzagatti,2007-04-21,"Manchester, England, United Kingdom",Red,0,Error,Male,Michael Bisping,Elvis Sinosic,28.0,36.0,5308,2007
Steve Mazzagatti,2007-04-21,"Manchester, England, United Kingdom",Red,0,Peso_Pactado,Male,Jess Liaudin,Dennis Siver,0,28.0,5309,2007
Herb Dean,2007-04-21,"Manchester, England, United Kingdom",Red,0,Error,Male,Paul Taylor,Edilberto de Oliveira,27.0,24.0,5310,2007
John McCarthy,2007-04-07,"Houston, Texas, USA",Red,0,Middleweight,Male,Kendall Grove,Alan Belcher,24.0,22.0,5311,2007
Mario Yamasaki,2007-04-07,"Houston, Texas, USA",Red,0,Peso_Pactado,Male,Roger Huerta,Leonard Garcia,23.0,27.0,5312,2007
Mario Yamasaki,2007-04-07,"Houston, Texas, USA",Red,0,Welterweight,Male,Yushin Okami,Mike Swick,25.0,27.0,5313,2007
John McCarthy,2007-04-07,"Houston, Texas, USA",Red,1,Error,Male,Matt Serra,Georges St-Pierre,32.0,25.0,5314,2007
John McCarthy,2007-04-07,"Houston, Texas, USA",Red,0,Welterweight,Male,Josh Koscheck,Diego Sanchez,29.0,25.0,5315,2007
Kerry Hatley,2007-04-07,"Houston, Texas, USA",Red,0,Error,Male,Heath Herring,Brad Imes,29.0,30.0,5316,2007
Kerry Hatley,2007-04-07,"Houston, Texas, USA",Red,0,Welterweight,Male,Marcus Davis,Pete Spratt,33.0,36.0,5317,2007
Mario Yamasaki,2007-04-07,"Houston, Texas, USA",Red,0,Peso_Pactado,Male,Thales Leites,Pete Sell,25.0,24.0,5318,2007
Kerry Hatley,2007-04-07,"Houston, Texas, USA",Red,0,Welterweight,Male,Luke Cummo,Josh Haynes,26.0,29.0,5319,2007
Herb Dean,2007-04-05,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Kurt Pellegrino,Nate Mohr,27.0,24.0,5320,2007
John McCarthy,2007-04-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Kuniyoshi Hironaka,Forrest Petz,30.0,31.0,5321,2007
Steve Mazzagatti,2007-04-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Joe Stevenson,Melvin Guillard,24.0,24.0,5322,2007
Steve Mazzagatti,2007-04-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Drew Fickett,Keita Nakamura,27.0,22.0,5323,2007
Yves Lavigne,2007-04-05,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Roan Carneiro,Rich Clementi,28.0,31.0,5324,2007
John McCarthy,2007-04-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Kenny Florian,Dokonjonosuke Mishima,30.0,34.0,5325,2007
Herb Dean,2007-04-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Justin McCully,Antoni Hardonk,31.0,31.0,5326,2007
Yves Lavigne,2007-04-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Wilson Gouveia,Seth Petruzelli,28.0,27.0,5327,2007
Herb Dean,2007-04-05,"Las Vegas, Nevada, USA",Red,0,Error,Male,Thiago Tavares,Naoyuki Kotani,22.0,25.0,5328,2007
Mark Matheny,2007-03-03,"Columbus, Ohio, USA",Red,0,Welterweight,Male,Matt Hughes,Chris Lytle,33.0,32.0,5329,2007
John McCarthy,2007-03-03,"Columbus, Ohio, USA",Red,1,Error,Male,Randy Couture,Tim Sylvia,43.0,30.0,5330,2007
Mark Matheny,2007-03-03,"Columbus, Ohio, USA",Red,0,Welterweight,Male,Jon Fitch,Luigi Fioravanti,29.0,26.0,5331,2007
Herb Dean,2007-03-03,"Columbus, Ohio, USA",Red,0,Middleweight,Male,Rich Franklin,Jason MacDonald,32.0,31.0,5332,2007
Herb Dean,2007-03-03,"Columbus, Ohio, USA",Red,0,Lightweight,Male,Gleison Tibau,Jason Dent,23.0,26.0,5333,2007
John McCarthy,2007-03-03,"Columbus, Ohio, USA",Red,0,Light heavyweight,Male,Matt Hamill,Rex Holman,30.0,0,5334,2007
Herb Dean,2007-03-03,"Columbus, Ohio, USA",Red,0,Error,Male,Martin Kampmann,Drew McFedries,24.0,28.0,5335,2007
John McCarthy,2007-03-03,"Columbus, Ohio, USA",Red,0,Error,Male,Jason Lambert,Renato Sobral,31.0,31.0,5336,2007
Mark Matheny,2007-03-03,"Columbus, Ohio, USA",Red,0,Error,Male,Jamie Varner,Jason Gilliam,22.0,0,5337,2007
Steve Mazzagatti,2007-02-03,"Las Vegas, Nevada, USA",Red,0,Heavyweight,Male,Mirko Filipovic,Eddie Sanchez,32.0,24.0,5338,2007
Herb Dean,2007-02-03,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Terry Martin,Jorge Rivera,26.0,34.0,5339,2007
John McCarthy,2007-02-03,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Quinton Jackson,Marvin Eastman,28.0,35.0,5340,2007
Yves Lavigne,2007-02-03,"Las Vegas, Nevada, USA",Red,0,Error,Male,Patrick Cote,Scott Smith,26.0,27.0,5341,2007
John McCarthy,2007-02-03,"Las Vegas, Nevada, USA",Red,0,Error,Male,Lyoto Machida,Sam Hoger,28.0,26.0,5342,2007
Herb Dean,2007-02-03,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Anderson Silva,Travis Lutter,31.0,33.0,5343,2007
Steve Mazzagatti,2007-02-03,"Las Vegas, Nevada, USA",Red,0,Error,Male,Frankie Edgar,Tyson Griffin,25.0,22.0,5344,2007
Yves Lavigne,2007-02-03,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Roger Huerta,John Halverson,23.0,34.0,5345,2007
Yves Lavigne,2007-02-03,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Dustin Hazelett,Diego Saraiva,20.0,24.0,5346,2007
Troy Waugh,2007-01-25,"Hollywood, Florida, USA",Red,0,Peso_Pactado,Male,Rashad Evans,Sean Salmon,27.0,29.0,5347,2007
John McCarthy,2007-01-25,"Hollywood, Florida, USA",Red,0,Error,Male,Jake O'Brien,Heath Herring,22.0,28.0,5348,2007
Troy Waugh,2007-01-25,"Hollywood, Florida, USA",Red,0,Error,Male,Rich Clementi,Ross Pointon,30.0,26.0,5349,2007
John McCarthy,2007-01-25,"Hollywood, Florida, USA",Red,0,Lightweight,Male,Din Thomas,Clay Guida,30.0,25.0,5350,2007
Troy Waugh,2007-01-25,"Hollywood, Florida, USA",Red,0,Welterweight,Male,Joshua Burkman,Chad Reiner,26.0,25.0,5351,2007
Jorge Alonso,2007-01-25,"Hollywood, Florida, USA",Red,0,Peso_Pactado,Male,Ed Herman,Chris Price,26.0,24.0,5352,2007
Jorge Alonso,2007-01-25,"Hollywood, Florida, USA",Red,0,Lightweight,Male,Hermes Franca,Spencer Fisher,32.0,30.0,5353,2007
John McCarthy,2007-01-25,"Hollywood, Florida, USA",Red,0,Middleweight,Male,Nate Marquardt,Dean Lister,27.0,30.0,5354,2007
Herb Dean,2006-12-30,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Gabriel Gonzaga,Carmelo Marrero,27.0,25.0,5355,2006
Steve Mazzagatti,2006-12-30,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Jason MacDonald,Chris Leben,31.0,26.0,5356,2006
Mario Yamasaki,2006-12-30,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Michael Bisping,Eric Schafer,27.0,29.0,5357,2006
John McCarthy,2006-12-30,"Las Vegas, Nevada, USA",Red,0,Error,Male,Keith Jardine,Forrest Griffin,31.0,27.0,5358,2006
Mario Yamasaki,2006-12-30,"Las Vegas, Nevada, USA",Red,1,Light heavyweight,Male,Chuck Liddell,Tito Ortiz,37.0,31.0,5359,2006
Steve Mazzagatti,2006-12-30,"Las Vegas, Nevada, USA",Red,0,Error,Male,Yushin Okami,Rory Singer,25.0,30.0,5360,2006
Herb Dean,2006-12-30,"Las Vegas, Nevada, USA",Red,0,Error,Male,Andrei Arlovski,Marcio Cruz,27.0,28.0,5361,2006
John McCarthy,2006-12-30,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Thiago Alves,Tony DeSouza,23.0,32.0,5362,2006
Herb Dean,2006-12-30,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Christian Wellisch,Anthony Perosh,31.0,34.0,5363,2006
Herb Dean,2006-12-13,"San Diego, California, USA",Red,0,Light heavyweight,Male,David Heath,Victor Valimaki,30.0,0,5364,2006
Herb Dean,2006-12-13,"San Diego, California, USA",Red,0,Welterweight,Male,Josh Koscheck,Jeff Joslin,29.0,31.0,5365,2006
John McCarthy,2006-12-13,"San Diego, California, USA",Red,0,Welterweight,Male,Luigi Fioravanti,Dave Menne,25.0,32.0,5366,2006
Steve Mazzagatti,2006-12-13,"San Diego, California, USA",Red,0,Peso_Pactado,Male,Alan Belcher,Jorge Santiago,22.0,26.0,5367,2006
John McCarthy,2006-12-13,"San Diego, California, USA",Red,0,Error,Male,Diego Sanchez,Joe Riggs,24.0,24.0,5368,2006
John McCarthy,2006-12-13,"San Diego, California, USA",Red,0,Welterweight,Male,Marcus Davis,Shonie Carter,33.0,34.0,5369,2006
Steve Mazzagatti,2006-12-13,"San Diego, California, USA",Red,0,Peso_Pactado,Male,Karo Parisyan,Drew Fickett,24.0,26.0,5370,2006
Herb Dean,2006-12-13,"San Diego, California, USA",Red,0,Welterweight,Male,Brock Larson,Keita Nakamura,29.0,22.0,5371,2006
Steve Mazzagatti,2006-12-13,"San Diego, California, USA",Red,0,Peso_Pactado,Male,Logan Clark,Steve Byrnes,21.0,0,5372,2006
Mario Yamasaki,2006-11-18,"Sacramento, California, USA",Red,0,Error,Male,Joe Stevenson,Dokonjonosuke Mishima,24.0,34.0,5373,2006
Mario Yamasaki,2006-11-18,"Sacramento, California, USA",Red,0,Light heavyweight,Male,James Irvin,Hector Ramirez,28.0,30.0,5374,2006
Steve Mazzagatti,2006-11-18,"Sacramento, California, USA",Red,0,Error,Male,Brandon Vera,Frank Mir,29.0,27.0,5375,2006
John McCarthy,2006-11-18,"Sacramento, California, USA",Red,1,Peso_Pactado,Male,Georges St-Pierre,Matt Hughes,25.0,33.0,5376,2006
Mario Yamasaki,2006-11-18,"Sacramento, California, USA",Red,0,Middleweight,Male,Drew McFedries,Alessio Sakara,28.0,25.0,5377,2006
John McCarthy,2006-11-18,"Sacramento, California, USA",Red,0,Peso_Pactado,Male,Antoni Hardonk,Sherman Pendergarst,30.0,39.0,5378,2006
John McCarthy,2006-11-18,"Sacramento, California, USA",Red,1,Peso_Pactado,Male,Tim Sylvia,Jeff Monson,30.0,35.0,5379,2006
Steve Mazzagatti,2006-11-18,"Sacramento, California, USA",Red,0,Peso_Pactado,Male,Nick Diaz,Gleison Tibau,23.0,23.0,5380,2006
Steve Mazzagatti,2006-11-18,"Sacramento, California, USA",Red,0,Error,Male,Jake O'Brien,Josh Shockman,22.0,25.0,5381,2006
John McCarthy,2006-11-11,"Las Vegas, Nevada, USA",Red,1,Peso_Pactado,Male,Travis Lutter,Patrick Cote,33.0,26.0,5382,2006
Yves Lavigne,2006-11-11,"Las Vegas, Nevada, USA",Red,0,Error,Male,Martin Kampmann,Thales Leites,24.0,25.0,5383,2006
Herb Dean,2006-11-11,"Las Vegas, Nevada, USA",Red,0,Welterweight,Male,Pete Spratt,Jeremy Jackson,35.0,24.0,5384,2006
John McCarthy,2006-11-11,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Scott Smith,Pete Sell,27.0,24.0,5385,2006
Herb Dean,2006-11-11,"Las Vegas, Nevada, USA",Red,1,Welterweight,Male,Matt Serra,Chris Lytle,32.0,32.0,5386,2006
Yves Lavigne,2006-11-11,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Jorge Rivera,Edwin DeWees,34.0,24.0,5387,2006
Steve Mazzagatti,2006-11-11,"Las Vegas, Nevada, USA",Red,0,Middleweight,Male,Charles McCarthy,Gideon Ray,26.0,33.0,5388,2006
Steve Mazzagatti,2006-11-11,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Din Thomas,Rich Clementi,30.0,30.0,5389,2006
John McCarthy,2006-10-14,"Las Vegas, Nevada, USA",Red,1,Middleweight,Male,Anderson Silva,Rich Franklin,31.0,32.0,5390,2006
Steve Mazzagatti,2006-10-14,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Clay Guida,Justin James,24.0,29.0,5391,2006
Mario Yamasaki,2006-10-14,"Las Vegas, Nevada, USA",Red,0,Lightweight,Male,Spencer Fisher,Dan Lauzon,30.0,18.0,5392,2006
Yves Lavigne,2006-10-14,"Las Vegas, Nevada, USA",Red,0,Error,Male,Carmelo Marrero,Cheick Kongo,25.0,31.0,5393,2006
Yves Lavigne,2006-10-14,"Las Vegas, Nevada, USA",Red,0,Error,Male,Yushin Okami,Kalib Starnes,25.0,31.0,5394,2006
John McCarthy,2006-10-14,"Las Vegas, Nevada, USA",Red,0,Peso_Pactado,Male,Kurt Pellegrino,Junior Assuncao,27.0,25.0,5395,2006
Mario Yamasaki,2006-10-14,"Las Vegas, Nevada, USA",Red,0,Error,Male,Jon Fitch,Kuniyoshi Hironaka,28.0,30.0,5396,2006
Steve Mazzagatti,2006-10-14,"Las Vegas, Nevada, USA",Red,1,Peso_Pactado,Male,Sean Sherk,Kenny Florian,33.0,30.0,5397,2006
John McCarthy,2006-10-10,"Hollywood, Florida, USA",Red,0,Light heavyweight,Male,Matt Hamill,Seth Petruzelli,30.0,26.0,5398,2006
John McCarthy,2006-10-10,"Hollywood, Florida, USA",Red,0,Light heavyweight,Male,Tito Ortiz,Ken Shamrock,31.0,42.0,5399,2006
Marco Lopez,2006-10-10,"Hollywood, Florida, USA",Red,0,Welterweight,Male,Tony DeSouza,Dustin Hazelett,32.0,20.0,5400,2006
Troy Waugh,2006-10-10,"Hollywood, Florida, USA",Red,0,Peso_Pactado,Male,Thiago Alves,John Alessio,23.0,27.0,5401,2006
Troy Waugh,2006-10-10,"Hollywood, Florida, USA",Red,0,Middleweight,Male,Nate Marquardt,Crafton Wallace,27.0,30.0,5402,2006
Troy Waugh,2006-10-10,"Hollywood, Florida, USA",Red,0,Middleweight,Male,Kendall Grove,Chris Price,23.0,23.0,5403,2006
John McCarthy,2006-10-10,"Hollywood, Florida, USA",Red,0,Peso_Pactado,Male,Rory Singer,Josh Haynes,30.0,29.0,5404,2006
Jorge Alonso,2006-10-10,"Hollywood, Florida, USA",Red,0,Error,Male,Jason MacDonald,Ed Herman,31.0,26.0,5405,2006
Jorge Alonso,2006-10-10,"Hollywood, Florida, USA",Red,0,Welterweight,Male,Marcus Davis,Forrest Petz,33.0,31.0,5406,2006
Herb Dean,2006-09-23,"Anaheim, California, USA",Red,0,Peso_Pactado,Male,Joe Lauzon,Jens Pulver,22.0,31.0,5407,2006
Herb Dean,2006-09-23,"Anaheim, California, USA",Red,0,Lightweight,Male,Jorge Gurgel,Danny Abbadi,29.0,23.0,5408,2006
John McCarthy,2006-09-23,"Anaheim, California, USA",Red,0,Error,Male,Eddie Sanchez,Mario Neto,23.0,0,5409,2006
Herb Dean,2006-09-23,"Anaheim, California, USA",Red,0,Lightweight,Male,Melvin Guillard,Gabe Ruediger,23.0,29.0,5410,2006
John McCarthy,2006-09-23,"Anaheim, California, USA",Red,1,Peso_Pactado,Male,Matt Hughes,BJ Penn,32.0,27.0,5411,2006
John McCarthy,2006-09-23,"Anaheim, California, USA",Red,0,Peso_Pactado,Male,Rashad Evans,Jason Lambert,26.0,31.0,5412,2006
Steve Mazzagatti,2006-09-23,"Anaheim, California, USA",Red,0,Error,Male,Mike Swick,David Loiseau,27.0,26.0,5413,2006
Steve Mazzagatti,2006-09-23,"Anaheim, California, USA",Red,0,Error,Male,Tyson Griffin,David Lee,22.0,0,5414,2006
Steve Mazzagatti,2006-09-23,"Anaheim, California, USA",Red,0,Lightweight,Male,Roger Huerta,Jason Dent,23.0,26.0,5415,2006
