nombre,weight_class,Genre,Fight,Year,total_rounds_fought,total_title_bouts,current_win_streak,current_lose_streak,longest_win_streak,wins,losses,draw,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,Stance,ID_peleador
Ciryl Gane,Error,Male,2019-10-26,2019,4,0,2,0,2,2,0,0,0,0,0,0,2,0,Orthodox,1553
Ciryl Gane,Error,Male,2019-08-10,2019,4,0,2,0,2,2,0,0,0,0,0,0,2,0,Orthodox,1553
Ciryl Gane,Error,Male,2021-02-27,2021,9,0,4,0,4,4,0,0,0,0,1,1,2,0,Orthodox,1553
Ciryl Gane,Error,Male,2020-12-12,2020,9,0,4,0,4,4,0,0,0,0,1,1,2,0,Orthodox,1553
Dong Hyun Ma,Peso_Pactado,Male,2019-12-21,2019,16,0,0,2,3,3,4,0,0,1,1,1,0,0,Orthodox,2038
Dong Hyun Ma,Error,Male,2016-12-03,2016,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,2038
Dong Hyun Ma,Peso_Pactado,Male,2015-11-28,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,2038
Dong Hyun Ma,Lightweight,Male,2019-08-03,2019,14,0,0,2,3,3,3,0,0,1,1,1,0,0,Orthodox,2038
Dong Hyun Ma,Lightweight,Male,2019-02-09,2019,14,0,0,2,3,3,3,0,0,1,1,1,0,0,Orthodox,2038
Dong Hyun Ma,Lightweight,Male,2018-02-10,2018,14,0,0,2,3,3,3,0,0,1,1,1,0,0,Orthodox,2038
Dong Hyun Ma,Lightweight,Male,2017-09-22,2017,14,0,0,2,3,3,3,0,0,1,1,1,0,0,Orthodox,2038
Dong Hyun Ma,Lightweight,Male,2016-06-04,2016,14,0,0,2,3,3,3,0,0,1,1,1,0,0,Orthodox,2038
Miranda Granger,Peso_Pactado,Women,2019-12-21,2019,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,1679
Miranda Granger,Flyweight,Women,2019-08-03,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1679
Miranda Granger,Error,Women,2020-11-14,2020,4,0,1,0,1,1,1,0,0,0,1,0,0,0,Orthodox,1679
Heili Alateng,Peso_Pactado,Male,2019-12-21,2019,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,1745
Heili Alateng,Bantamweight,Male,2019-08-31,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1745
Heili Alateng,Error,Male,2020-10-03,2020,6,0,2,0,2,2,0,0,0,1,1,0,0,0,Orthodox,1745
Geoff Neal,Welterweight,Male,2019-12-14,2019,8,0,4,0,4,4,0,0,0,0,1,2,1,0,Southpaw,1632
Geoff Neal,Welterweight,Male,2019-07-27,2019,8,0,4,0,4,4,0,0,0,0,1,2,1,0,Southpaw,1632
Geoff Neal,Welterweight,Male,2018-09-08,2018,8,0,4,0,4,4,0,0,0,0,1,2,1,0,Southpaw,1632
Geoff Neal,Welterweight,Male,2018-02-18,2018,8,0,4,0,4,4,0,0,0,0,1,2,1,0,Southpaw,1632
Geoff Neal,Welterweight,Male,2020-12-19,2020,9,0,5,0,5,5,0,0,0,0,1,3,1,0,Southpaw,1632
Geoff Neal,Welterweight,Male,2019-01-19,2019,9,0,5,0,5,5,0,0,0,0,1,3,1,0,Southpaw,1632
Aspen Ladd,Bantamweight,Women,2019-12-07,2019,7,0,3,0,3,3,1,0,0,0,1,2,0,0,Orthodox,2057
Aspen Ladd,Bantamweight,Women,2019-05-18,2019,7,0,3,0,3,3,1,0,0,0,1,2,0,0,Orthodox,2057
Aspen Ladd,Bantamweight,Women,2018-10-06,2018,7,0,3,0,3,3,1,0,0,0,1,2,0,0,Orthodox,2057
Aspen Ladd,Bantamweight,Women,2019-07-13,2019,6,0,3,0,3,3,0,0,0,0,1,2,0,0,Orthodox,2057
Aspen Ladd,Bantamweight,Women,2017-10-21,2017,6,0,3,0,3,3,0,0,0,0,1,2,0,0,Orthodox,2057
Rob Font,Bantamweight,Male,2019-12-07,2019,18,0,2,0,2,6,3,0,0,0,1,4,1,0,Orthodox,1629
Rob Font,Peso_Pactado,Male,2018-12-15,2018,15,0,2,0,2,5,3,0,0,0,0,4,1,0,Orthodox,1629
Rob Font,Peso_Pactado,Male,2016-12-03,2016,15,0,2,0,2,5,3,0,0,0,0,4,1,0,Orthodox,1629
Rob Font,Error,Male,2017-07-08,2017,7,0,2,0,2,3,1,0,0,0,0,3,0,0,Orthodox,1629
Rob Font,Error,Male,2016-01-17,2016,7,0,2,0,2,3,1,0,0,0,0,3,0,0,Orthodox,1629
Rob Font,Bantamweight,Male,2020-12-19,2020,21,0,2,0,2,7,3,0,0,0,2,4,1,0,Orthodox,1629
Rob Font,Bantamweight,Male,2018-07-07,2018,21,0,2,0,2,7,3,0,0,0,2,4,1,0,Orthodox,1629
Rob Font,Bantamweight,Male,2017-10-28,2017,21,0,2,0,2,7,3,0,0,0,2,4,1,0,Orthodox,1629
Rob Font,Bantamweight,Male,2016-05-14,2016,21,0,2,0,2,7,3,0,0,0,2,4,1,0,Orthodox,1629
Rob Font,Bantamweight,Male,2014-07-05,2014,21,0,2,0,2,7,3,0,0,0,2,4,1,0,Orthodox,1629
Rob Font,Peso_Pactado,Male,2018-01-20,2018,10,0,2,0,2,4,2,0,0,0,0,3,1,0,Orthodox,1629
Thiago Alves,Welterweight,Male,2019-12-07,2019,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2019-05-11,2019,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2019-02-02,2019,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2018-02-18,2018,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2017-04-08,2017,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2014-04-19,2014,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2012-03-02,2012,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2011-05-28,2011,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2010-12-11,2010,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2008-10-25,2008,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2008-06-07,2008,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2008-04-02,2008,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2007-11-17,2007,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2006-12-30,2006,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2006-04-15,2006,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2005-11-19,2005,64,1,0,1,7,15,11,0,0,1,5,7,1,1,Orthodox,2173
Thiago Alves,Error,Male,2011-11-05,2011,36,1,0,1,7,10,5,0,0,0,3,6,0,1,Orthodox,2173
Thiago Alves,Error,Male,2007-09-19,2007,36,1,0,1,7,10,5,0,0,0,3,6,0,1,Orthodox,2173
Thiago Alves,Peso_Pactado,Male,2006-10-10,2006,6,0,0,1,2,2,2,0,0,0,0,2,0,0,Orthodox,2173
Thiago Alves,Welterweight,Male,2018-09-15,2018,55,1,0,1,7,14,9,0,0,0,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2015-05-30,2015,55,1,0,1,7,14,9,0,0,0,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2015-01-31,2015,55,1,0,1,7,14,9,0,0,0,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2010-08-07,2010,55,1,0,1,7,14,9,0,0,0,5,7,1,1,Orthodox,2173
Thiago Alves,Welterweight,Male,2006-06-28,2006,55,1,0,1,7,14,9,0,0,0,5,7,1,1,Orthodox,2173
Thiago Alves,Error,Male,2016-11-12,2016,47,1,0,1,7,13,7,0,0,0,4,7,1,1,Orthodox,2173
Thiago Alves,Error,Male,2005-10-03,2005,47,1,0,1,7,13,7,0,0,0,4,7,1,1,Orthodox,2173
Thiago Alves,Peso_Pactado,Male,2009-07-11,2009,22,0,0,1,7,9,2,0,0,0,2,6,0,1,Orthodox,2173
Joe Solecki,Lightweight,Male,2019-12-07,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1790
Joe Solecki,Lightweight,Male,2020-08-22,2020,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,1790
Virna Jandiroba,Strawweight,Women,2019-12-07,2019,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,1643
Virna Jandiroba,Strawweight,Women,2020-12-12,2020,6,0,0,1,2,2,1,0,0,0,0,0,2,0,Orthodox,1643
Virna Jandiroba,Strawweight,Women,2020-08-15,2020,6,0,0,1,2,2,1,0,0,0,0,0,2,0,Orthodox,1643
Virna Jandiroba,Strawweight,Women,2019-04-27,2019,6,0,0,1,2,2,1,0,0,0,0,0,2,0,Orthodox,1643
Makhmud Muradov,Middleweight,Male,2019-12-07,2019,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,1597
Makhmud Muradov,Middleweight,Male,2021-01-23,2021,6,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,1597
Makhmud Muradov,Middleweight,Male,2019-09-28,2019,6,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,1597
Sergio Moraes,Welterweight,Male,2019-11-16,2019,34,1,0,1,4,8,5,0,0,2,2,1,3,0,Orthodox,2084
Sergio Moraes,Welterweight,Male,2018-09-22,2018,34,1,0,1,4,8,5,0,0,2,2,1,3,0,Orthodox,2084
Sergio Moraes,Welterweight,Male,2018-02-03,2018,34,1,0,1,4,8,5,0,0,2,2,1,3,0,Orthodox,2084
Sergio Moraes,Welterweight,Male,2016-11-19,2016,34,1,0,1,4,8,5,0,0,2,2,1,3,0,Orthodox,2084
Sergio Moraes,Welterweight,Male,2016-05-14,2016,34,1,0,1,4,8,5,0,0,2,2,1,3,0,Orthodox,2084
Sergio Moraes,Welterweight,Male,2013-08-03,2013,34,1,0,1,4,8,5,0,0,2,2,1,3,0,Orthodox,2084
Sergio Moraes,Peso_Pactado,Male,2017-03-11,2017,19,1,0,1,4,5,2,0,0,1,1,1,2,0,Orthodox,2084
Sergio Moraes,Peso_Pactado,Male,2015-04-11,2015,19,1,0,1,4,5,2,0,0,1,1,1,2,0,Orthodox,2084
Sergio Moraes,Peso_Pactado,Male,2012-10-13,2012,19,1,0,1,4,5,2,0,0,1,1,1,2,0,Orthodox,2084
Sergio Moraes,Welterweight,Male,2019-05-11,2019,31,1,0,1,4,8,4,0,0,2,2,1,3,0,Orthodox,2084
Sergio Moraes,Welterweight,Male,2019-03-09,2019,31,1,0,1,4,8,4,0,0,2,2,1,3,0,Orthodox,2084
Sergio Moraes,Welterweight,Male,2017-09-16,2017,31,1,0,1,4,8,4,0,0,2,2,1,3,0,Orthodox,2084
Sergio Moraes,Peso_Pactado,Male,2015-12-10,2015,10,1,0,1,3,3,1,0,0,0,1,0,2,0,Orthodox,2084
Sergio Moraes,Peso_Pactado,Male,2012-06-23,2012,10,1,0,1,3,3,1,0,0,0,1,0,2,0,Orthodox,2084
Charles Oliveira,Lightweight,Male,2019-02-02,2019,40,0,2,0,4,13,9,0,0,0,1,0,12,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2018-09-22,2018,40,0,2,0,4,13,9,0,0,0,1,0,12,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2017-12-02,2017,40,0,2,0,4,13,9,0,0,0,1,0,12,0,Orthodox,1644
Charles Oliveira,Peso_Pactado,Male,2019-11-16,2019,44,0,2,0,5,15,9,0,0,0,1,1,13,0,Orthodox,1644
Charles Oliveira,Peso_Pactado,Male,2019-05-18,2019,44,0,2,0,5,15,9,0,0,0,1,1,13,0,Orthodox,1644
Charles Oliveira,Peso_Pactado,Male,2015-12-19,2015,44,0,2,0,5,15,9,0,0,0,1,1,13,0,Orthodox,1644
Charles Oliveira,Peso_Pactado,Male,2014-02-15,2014,44,0,2,0,5,15,9,0,0,0,1,1,13,0,Orthodox,1644
Charles Oliveira,Peso_Pactado,Male,2012-01-28,2012,44,0,2,0,5,15,9,0,0,0,1,1,13,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2020-12-12,2020,48,0,2,0,7,17,9,0,0,0,1,2,14,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2018-12-15,2018,48,0,2,0,7,17,9,0,0,0,1,2,14,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2018-06-09,2018,48,0,2,0,7,17,9,0,0,0,1,2,14,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2017-04-08,2017,48,0,2,0,7,17,9,0,0,0,1,2,14,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2016-08-27,2016,48,0,2,0,7,17,9,0,0,0,1,2,14,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2011-08-14,2011,48,0,2,0,7,17,9,0,0,0,1,2,14,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2010-12-11,2010,48,0,2,0,7,17,9,0,0,0,1,2,14,0,Orthodox,1644
Charles Oliveira,Lightweight,Male,2010-09-15,2010,48,0,2,0,7,17,9,0,0,0,1,2,14,0,Orthodox,1644
Charles Oliveira,Peso_Pactado,Male,2020-03-14,2020,45,0,2,0,6,16,9,0,0,0,1,2,13,0,Orthodox,1644
Charles Oliveira,Error,Male,2016-11-05,2016,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Charles Oliveira,Error,Male,2015-08-23,2015,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Charles Oliveira,Error,Male,2015-05-30,2015,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Charles Oliveira,Error,Male,2014-12-12,2014,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Charles Oliveira,Error,Male,2014-06-28,2014,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Charles Oliveira,Error,Male,2013-07-06,2013,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Charles Oliveira,Error,Male,2012-09-22,2012,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Charles Oliveira,Error,Male,2012-06-01,2012,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Charles Oliveira,Error,Male,2011-06-26,2011,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Charles Oliveira,Error,Male,2010-08-01,2010,31,0,2,0,4,9,7,0,0,0,1,0,8,0,Orthodox,1644
Antonio Arroyo,Middleweight,Male,2019-11-16,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1631
Antonio Arroyo,Middleweight,Male,2020-12-19,2020,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,1631
Douglas Silva de Andrade,Featherweight,Male,2019-11-16,2019,16,0,0,1,2,3,3,0,0,0,2,1,0,0,Orthodox,1614
Douglas Silva de Andrade,Featherweight,Male,2014-02-15,2014,16,0,0,1,2,3,3,0,0,0,2,1,0,0,Orthodox,1614
Douglas Silva de Andrade,Peso_Pactado,Male,2018-12-29,2018,14,0,0,1,2,3,2,0,0,0,2,1,0,0,Orthodox,1614
Douglas Silva de Andrade,Peso_Pactado,Male,2018-02-03,2018,14,0,0,1,2,3,2,0,0,0,2,1,0,0,Orthodox,1614
Douglas Silva de Andrade,Peso_Pactado,Male,2015-02-22,2015,14,0,0,1,2,3,2,0,0,0,2,1,0,0,Orthodox,1614
Douglas Silva de Andrade,Featherweight,Male,2021-01-20,2021,19,0,0,1,2,4,3,0,0,0,3,1,0,0,Orthodox,1614
Douglas Silva de Andrade,Error,Male,2017-07-08,2017,9,0,0,1,2,2,1,0,0,0,1,1,0,0,Orthodox,1614
Douglas Silva de Andrade,Error,Male,2016-11-05,2016,9,0,0,1,2,2,1,0,0,0,1,1,0,0,Orthodox,1614
Vanessa Melo,Bantamweight,Women,2019-11-16,2019,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,1627
Vanessa Melo,Bantamweight,Women,2021-01-16,2021,9,0,0,3,0,0,3,0,0,0,0,0,0,0,Orthodox,1627
Vanessa Melo,Bantamweight,Women,2020-07-11,2020,9,0,0,3,0,0,3,0,0,0,0,0,0,0,Orthodox,1627
Vanessa Melo,Bantamweight,Women,2019-09-21,2019,9,0,0,3,0,0,3,0,0,0,0,0,0,0,Orthodox,1627
Shamil Gamzatov,Light heavyweight,Male,2019-11-09,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,414
Zelim Imadaev,Welterweight,Male,2019-11-09,2019,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,1775
Zelim Imadaev,Welterweight,Male,2020-09-05,2020,5,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,1775
Zelim Imadaev,Welterweight,Male,2019-04-13,2019,5,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,1775
Rustam Khabilov,Error,Male,2019-11-09,2019,33,0,3,0,6,9,3,0,0,1,6,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2019-02-23,2019,30,0,3,0,6,9,2,0,0,1,6,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2018-09-15,2018,30,0,3,0,6,9,2,0,0,1,6,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2017-09-02,2017,30,0,3,0,6,9,2,0,0,1,6,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2016-09-03,2016,30,0,3,0,6,9,2,0,0,1,6,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2016-05-08,2016,30,0,3,0,6,9,2,0,0,1,6,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2015-02-22,2015,30,0,3,0,6,9,2,0,0,1,6,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2013-04-27,2013,30,0,3,0,6,9,2,0,0,1,6,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2016-12-10,2016,21,0,3,0,3,6,2,0,0,0,4,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2016-02-27,2016,21,0,3,0,3,6,2,0,0,0,4,1,0,1,Orthodox,2388
Rustam Khabilov,Lightweight,Male,2012-12-15,2012,21,0,3,0,3,6,2,0,0,0,4,1,0,1,Orthodox,2388
Rustam Khabilov,Peso_Pactado,Male,2014-06-07,2014,5,0,3,0,3,3,0,0,0,0,1,1,0,1,Orthodox,2388
Rustam Khabilov,Peso_Pactado,Male,2013-11-06,2013,5,0,3,0,3,3,0,0,0,0,1,1,0,1,Orthodox,2388
Zabit Magomedsharipov,Featherweight,Male,2019-11-09,2019,13,0,5,0,5,5,0,0,0,0,2,0,3,0,Orthodox,2110
Zabit Magomedsharipov,Featherweight,Male,2018-04-07,2018,13,0,5,0,5,5,0,0,0,0,2,0,3,0,Orthodox,2110
Zabit Magomedsharipov,Featherweight,Male,2017-11-25,2017,13,0,5,0,5,5,0,0,0,0,2,0,3,0,Orthodox,2110
Zabit Magomedsharipov,Peso_Pactado,Male,2018-09-08,2018,8,0,3,0,3,3,0,0,0,0,1,0,2,0,Orthodox,2110
Zabit Magomedsharipov,Featherweight,Male,2019-03-02,2019,10,0,4,0,4,4,0,0,0,0,1,0,3,0,Orthodox,2110
Zabit Magomedsharipov,Featherweight,Male,2017-09-02,2017,10,0,4,0,4,4,0,0,0,0,1,0,3,0,Orthodox,2110
Abubakar Nurmagomedov,Welterweight,Male,2019-11-09,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,418
Roman Kopylov,Middleweight,Male,2019-11-09,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,419
Alexander Yakovlev,Lightweight,Male,2019-11-09,2019,17,0,0,2,2,3,4,0,0,0,1,1,1,0,Southpaw,1712
Alexander Yakovlev,Lightweight,Male,2019-04-20,2019,17,0,0,2,2,3,4,0,0,0,1,1,1,0,Southpaw,1712
Alexander Yakovlev,Lightweight,Male,2020-10-24,2020,20,0,0,2,2,3,5,0,0,0,1,1,1,0,Southpaw,1712
Alexander Yakovlev,Lightweight,Male,2015-04-04,2015,20,0,0,2,2,3,5,0,0,0,1,1,1,0,Southpaw,1712
Alexander Yakovlev,Peso_Pactado,Male,2016-11-19,2016,13,0,0,2,2,2,3,0,0,0,1,1,0,0,Southpaw,1712
Alexander Yakovlev,Peso_Pactado,Male,2016-07-23,2016,13,0,0,2,2,2,3,0,0,0,1,1,0,0,Southpaw,1712
Alexander Yakovlev,Peso_Pactado,Male,2016-01-30,2016,13,0,0,2,2,2,3,0,0,0,1,1,0,0,Southpaw,1712
Alexander Yakovlev,Peso_Pactado,Male,2014-10-04,2014,13,0,0,2,2,2,3,0,0,0,1,1,0,0,Southpaw,1712
Alexander Yakovlev,Peso_Pactado,Male,2014-05-31,2014,13,0,0,2,2,2,3,0,0,0,1,1,0,0,Southpaw,1712
Grigory Popov,Bantamweight,Male,2019-11-09,2019,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Switch,2074
Grigory Popov,Bantamweight,Male,2019-06-08,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,2074
Jorge Masvidal,Welterweight,Male,2019-11-02,2019,44,0,2,0,3,11,6,0,0,0,5,5,1,0,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2019-07-06,2019,44,0,2,0,3,11,6,0,0,0,5,5,1,0,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2016-05-29,2016,44,0,2,0,3,11,6,0,0,0,5,5,1,0,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2014-09-27,2014,44,0,2,0,3,11,6,0,0,0,5,5,1,0,Orthodox,1844
Jorge Masvidal,Peso_Pactado,Male,2015-04-04,2015,17,0,2,0,3,5,1,0,0,0,4,0,1,0,Orthodox,1844
Jorge Masvidal,Peso_Pactado,Male,2014-04-19,2014,17,0,2,0,3,5,1,0,0,0,4,0,1,0,Orthodox,1844
Jorge Masvidal,Peso_Pactado,Male,2013-11-06,2013,17,0,2,0,3,5,1,0,0,0,4,0,1,0,Orthodox,1844
Jorge Masvidal,Error,Male,2015-07-12,2015,20,0,2,0,3,5,2,0,0,0,4,0,1,0,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2020-07-11,2020,47,0,2,0,3,12,6,0,0,0,5,5,1,1,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2017-11-04,2017,47,0,2,0,3,12,6,0,0,0,5,5,1,1,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2017-05-13,2017,47,0,2,0,3,12,6,0,0,0,5,5,1,1,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2016-12-03,2016,47,0,2,0,3,12,6,0,0,0,5,5,1,1,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2015-11-28,2015,47,0,2,0,3,12,6,0,0,0,5,5,1,1,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2013-07-27,2013,47,0,2,0,3,12,6,0,0,0,5,5,1,1,Orthodox,1844
Jorge Masvidal,Welterweight,Male,2013-04-20,2013,47,0,2,0,3,12,6,0,0,0,5,5,1,1,Orthodox,1844
Jorge Masvidal,Peso_Pactado,Male,2019-03-16,2019,41,0,2,0,3,9,6,0,0,0,5,3,1,0,Orthodox,1844
Jorge Masvidal,Error,Male,2017-01-28,2017,33,0,2,0,3,8,4,0,0,0,5,2,1,0,Orthodox,1844
Jorge Masvidal,Error,Male,2016-07-30,2016,33,0,2,0,3,8,4,0,0,0,5,2,1,0,Orthodox,1844
Jorge Masvidal,Error,Male,2014-07-26,2014,33,0,2,0,3,8,4,0,0,0,5,2,1,0,Orthodox,1844
Shane Burgos,Featherweight,Male,2019-11-02,2019,16,0,3,0,3,5,1,0,0,1,2,1,1,0,Orthodox,1854
Shane Burgos,Featherweight,Male,2017-07-22,2017,16,0,3,0,3,5,1,0,0,1,2,1,1,0,Orthodox,1854
Shane Burgos,Featherweight,Male,2017-04-08,2017,16,0,3,0,3,5,1,0,0,1,2,1,1,0,Orthodox,1854
Shane Burgos,Error,Male,2018-11-03,2018,12,0,3,0,3,3,1,0,0,0,2,1,0,0,Orthodox,1854
Shane Burgos,Featherweight,Male,2020-06-20,2020,19,0,3,0,3,6,1,0,0,1,2,2,1,0,Orthodox,1854
Shane Burgos,Featherweight,Male,2019-05-04,2019,19,0,3,0,3,6,1,0,0,1,2,2,1,0,Orthodox,1854
Shane Burgos,Featherweight,Male,2018-01-20,2018,19,0,3,0,3,6,1,0,0,1,2,2,1,0,Orthodox,1854
Shane Burgos,Featherweight,Male,2016-12-09,2016,19,0,3,0,3,6,1,0,0,1,2,2,1,0,Orthodox,1854
Julio Arce,Featherweight,Male,2019-11-02,2019,12,0,2,0,2,3,1,0,0,0,1,1,1,0,Southpaw,2264
Julio Arce,Featherweight,Male,2019-05-18,2019,12,0,2,0,2,3,1,0,0,0,1,1,1,0,Southpaw,2264
Julio Arce,Featherweight,Male,2018-11-03,2018,12,0,2,0,2,3,1,0,0,0,1,1,1,0,Southpaw,2264
Julio Arce,Featherweight,Male,2018-06-01,2018,12,0,2,0,2,3,1,0,0,0,1,1,1,0,Southpaw,2264
Julio Arce,Featherweight,Male,2018-01-20,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,2264
Lyman Good,Welterweight,Male,2019-11-02,2019,7,0,1,0,1,2,2,0,0,0,0,2,0,0,Orthodox,1853
Lyman Good,Welterweight,Male,2018-11-03,2018,7,0,1,0,1,2,2,0,0,0,0,2,0,0,Orthodox,1853
Lyman Good,Welterweight,Male,2017-07-22,2017,7,0,1,0,1,2,2,0,0,0,0,2,0,0,Orthodox,1853
Lyman Good,Welterweight,Male,2020-06-20,2020,10,0,1,0,1,3,2,0,0,0,0,3,0,0,Orthodox,1853
Lyman Good,Welterweight,Male,2019-02-02,2019,10,0,1,0,1,3,2,0,0,0,0,3,0,0,Orthodox,1853
Lyman Good,Welterweight,Male,2015-07-15,2015,10,0,1,0,1,3,2,0,0,0,0,3,0,0,Orthodox,1853
Enrique Barzola,Error,Male,2019-03-30,2019,18,1,1,0,4,5,1,0,0,0,5,0,0,0,Orthodox,1897
Enrique Barzola,Featherweight,Male,2019-10-26,2019,24,1,1,0,4,6,2,0,0,1,5,0,0,0,Orthodox,1897
Enrique Barzola,Featherweight,Male,2019-08-10,2019,24,1,1,0,4,6,2,0,0,1,5,0,0,0,Orthodox,1897
Enrique Barzola,Featherweight,Male,2016-11-05,2016,24,1,1,0,4,6,2,0,0,1,5,0,0,0,Orthodox,1897
Enrique Barzola,Featherweight,Male,2016-08-27,2016,24,1,1,0,4,6,2,0,0,1,5,0,0,0,Orthodox,1897
Enrique Barzola,Peso_Pactado,Male,2018-05-19,2018,15,1,1,0,3,4,1,0,0,0,4,0,0,0,Orthodox,1897
Enrique Barzola,Error,Male,2020-03-14,2020,27,1,1,0,4,6,3,0,0,1,5,0,0,0,Orthodox,1897
