,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,Height_Red,Weight_Red,Stance_Red,SLpM_Red,Str_Acc_Red,SApM_Red,Str_Def_Red,TD_Avg_Red,TD_Acc_Red,TD_Def_Red,Sub_Avg_Red,Height_Blue,Weight_Blue,Stance_Blue,SLpM_Blue,Str_Acc_Blue,SApM_Blue,Str_Def_Blue,TD_Avg_Blue,TD_Acc_Blue,TD_Def_Blue,Sub_Avg_Blue,winner_color,R_SIG_STRIKE_LANDED,R_SIG_STRIKE_TOTAL,B_SIG_STRIKE_LANDED,B_SIG_STRIKE_TOTAL,R_TOTAL_STRIKE_LANDED,R_TOTAL_STRIKE_TOTAL,B_TOTAL_STRIKE_LANDED,B_TOTAL_STRIKE_TOTAL,R_TD_STRIKE_LANDED,R_TD_STRIKE_TOTAL,B_TD_STRIKE_LANDED,B_TD_STRIKE_TOTAL,R_HEAD_LANDED,R_HEAD_TOTAL,B_HEAD_LANDED,B_HEAD_TOTAL,R_BODY_LANDED,R_BODY_TOTAL,B_BODY_LANDED,B_BODY_TOTAL,R_LEG_LANDED,R_LEG_TOTAL,B_LEG_LANDED,B_LEG_TOTAL,R_DISTANCE_LANDED,R_DISTANCE_TOTAL,B_DISTANCE_LANDED,B_DISTANCE_TOTAL,R_CLINCH_LANDED,R_CLINCH_TOTAL,B_CLINCH_LANDED,B_CLINCH_TOTAL,R_GROUND_LANDED,R_GROUND_TOTAL,B_GROUND_LANDED,B_GROUND_TOTAL,weightclass,titlebout
0,2,0,39,45,0,0,0,0,0,0,3,0,67,135,Orthodox,4.69,44,2.31,55,0.0,0,100,0.0,65,135,Orthodox,2.24,41,4.65,51,1.07,50,27,0.5,1,41,103,23,51,41,103,23,51,0,0,0,1,32,83,14,40,8,19,5,7,1,1,4,4,41,102,23,51,0,0,0,0,0,1,0,0,bantamweight,0
1,0,0,47,47,50,33,1,2,0,1,75,255,72,185,Orthodox,3.26,56,1.88,62,1.37,80,79,0.3,74,205,Orthodox,2.98,51,1.75,61,1.75,50,33,2.2,1,27,57,32,67,43,73,75,110,1,2,1,3,22,51,10,37,4,4,7,14,1,2,15,16,15,42,28,59,4,5,3,6,8,10,1,2,middleweight,0
2,1,0,77,33,0,0,0,0,0,0,10,0,74,264,Southpaw,4.38,50,3.44,50,0.0,0,46,0.0,74,241,Orthodox,4.33,51,8.44,41,0.0,0,0,0.0,1,14,18,2,6,14,18,2,6,0,0,0,0,10,14,1,5,0,0,0,0,4,4,1,1,9,10,2,6,0,0,0,0,5,8,0,0,heavyweight,0
3,0,0,47,36,0,80,0,2,3,1,64,593,63,115,Switch,4.1,53,1.67,65,0.0,0,60,0.0,60,115,Southpaw,1.0,36,2.07,52,4.0,80,0,2.0,0,31,65,15,41,49,87,136,168,0,0,4,5,26,60,10,35,5,5,0,1,0,0,5,5,26,56,15,41,2,2,0,0,3,7,0,0,womens strawweight,0
4,0,0,47,36,50,100,0,0,0,1,135,228,66,135,Orthodox,3.29,41,3.37,61,0.66,63,50,0.8,71,135,Orthodox,4.16,49,2.17,46,0.98,21,64,0.5,0,30,63,51,138,59,93,92,184,2,4,1,1,14,40,29,110,7,13,15,20,9,10,7,8,25,54,36,119,5,9,13,15,0,0,2,4,womens bantamweight,0
5,0,0,44,54,50,7,0,0,0,0,81,498,72,155,Orthodox,2.65,44,2.77,58,1.07,29,89,0.3,70,145,Switch,3.4,48,2.1,51,3.44,34,40,1.6,0,30,67,46,84,74,115,75,132,1,2,1,13,14,45,16,48,6,10,23,27,10,12,7,9,28,65,33,68,2,2,9,11,0,0,4,5,lightweight,0
6,0,1,58,60,0,0,0,0,0,0,0,28,72,170,Orthodox,4.39,46,4.37,54,0.0,0,50,0.0,71,170,Orthodox,4.14,48,3.94,56,1.7,51,66,0.5,0,14,24,17,28,14,24,17,28,0,0,0,1,5,10,11,17,5,8,2,7,4,6,4,4,14,24,16,27,0,0,0,0,0,0,1,1,welterweight,0
7,0,0,46,48,50,100,1,0,0,0,1015,107,73,185,Southpaw,3.46,47,2.72,53,3.11,33,94,0.5,75,185,Orthodox,4.14,56,2.58,56,1.08,45,51,0.7,1,43,93,36,74,226,323,190,236,6,12,1,1,28,74,28,64,7,10,2,4,8,9,6,6,14,43,29,64,10,10,5,7,19,40,2,3,middleweight,0
8,2,0,57,56,0,0,0,0,0,0,16,1,70,135,Southpaw,3.77,55,1.5,56,4.15,77,66,0.2,67,135,Orthodox,7.12,56,7.63,42,0.0,0,0,0.0,1,15,26,14,25,15,26,14,25,0,0,0,0,11,22,3,7,2,2,3,7,2,2,8,11,5,12,12,22,3,4,0,1,7,10,2,2,bantamweight,0
9,3,0,60,30,50,0,0,1,0,0,231,62,72,185,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,65,125,Orthodox,2.66,45,3.05,43,2.22,50,33,2.2,1,37,61,17,56,62,89,37,76,1,2,0,1,29,51,8,42,4,6,4,7,4,4,5,7,26,43,15,53,1,2,2,3,10,16,0,0,flyweight,0
10,0,0,40,53,0,22,0,1,0,0,38,151,65,125,Southpaw,3.67,45,4.3,48,1.0,28,80,0.0,66,125,Orthodox,3.79,52,2.83,67,1.93,44,100,1.4,0,61,150,55,102,73,165,76,132,0,0,2,9,37,120,27,66,10,16,21,26,14,14,7,10,58,145,50,96,1,2,2,2,2,3,3,4,flyweight,0
11,0,1,27,55,0,0,0,0,0,0,0,13,75,205,Orthodox,4.18,51,3.22,60,4.28,57,71,2.3,77,205,Orthodox,3.55,45,3.45,47,1.72,41,60,1.7,0,5,18,16,29,5,18,16,29,0,0,0,0,5,18,14,27,0,0,2,2,0,0,0,0,5,18,4,13,0,0,0,0,0,0,12,16,light heavyweight,0
13,2,0,48,36,0,50,0,0,0,0,177,28,69,145,Switch,4.79,45,4.11,61,0.0,0,47,0.7,68,145,Orthodox,5.1,36,7.3,51,1.03,50,100,0.0,1,106,220,74,204,128,248,80,211,0,1,1,2,68,167,25,146,21,35,22,29,17,18,27,29,73,163,63,187,14,18,11,17,19,39,0,0,featherweight,0
15,0,0,57,29,33,33,0,0,0,0,232,159,63,115,Orthodox,5.66,50,4.98,64,0.45,36,76,0.1,67,115,Southpaw,2.75,39,3.53,46,1.33,37,68,0.7,1,77,135,34,116,97,165,53,143,1,3,2,6,26,63,17,85,35,54,11,21,16,18,6,10,47,98,34,115,29,33,0,1,1,4,0,0,womens strawweight,0
16,1,1,40,43,0,0,0,0,0,0,25,3,68,135,Southpaw,4.27,46,3.81,58,0.48,37,63,0.0,68,135,Orthodox,3.93,47,2.47,63,2.3,45,66,0.2,0,29,71,48,110,29,71,49,111,0,0,0,1,16,57,14,64,5,6,19,30,8,8,15,16,26,66,46,108,0,0,0,0,3,5,2,2,bantamweight,0
17,1,0,25,100,0,0,0,0,0,0,1,0,67,145,Orthodox,3.95,46,3.36,58,1.68,27,59,0.5,66,145,Southpaw,4.39,45,4.28,57,2.98,42,53,1.5,1,1,4,1,1,1,4,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,0,0,featherweight,0
18,0,0,45,23,0,0,0,0,0,0,0,21,70,155,Southpaw,5.81,47,3.23,74,0.18,16,84,0.0,67,155,Orthodox,3.47,23,6.6,54,0.0,0,100,0.0,1,99,217,52,217,99,218,54,219,0,2,0,3,60,170,32,186,38,45,15,24,1,2,5,7,99,217,48,211,0,0,4,6,0,0,0,0,lightweight,0
19,0,0,41,56,0,57,0,0,0,0,2,344,67,125,Orthodox,4.33,38,4.19,52,0.28,27,38,0.6,65,125,Southpaw,3.76,41,4.55,61,0.8,40,57,0.0,0,55,131,45,80,121,202,58,99,0,1,4,7,35,107,41,74,9,12,4,6,11,12,0,0,45,114,36,64,10,17,4,7,0,0,5,9,womens flyweight,0
20,1,0,60,100,0,0,0,0,0,0,2,0,73,170,Switch,7.93,50,5.31,56,1.97,100,100,1.0,70,170,Orthodox,3.16,65,2.68,29,3.65,50,0,1.8,1,3,5,4,4,3,5,4,4,0,0,0,0,2,4,2,2,0,0,0,0,1,1,2,2,2,2,4,4,0,0,0,0,1,3,0,0,welterweight,0
21,0,0,61,16,50,0,1,0,0,0,420,0,66,135,Orthodox,1.57,37,1.7,50,2.89,33,24,2.0,67,135,Orthodox,0.9,27,3.89,40,1.42,50,44,0.0,1,8,13,3,18,42,65,15,35,2,4,0,0,0,3,2,16,1,2,1,2,7,8,0,0,8,13,3,18,0,0,0,0,0,0,0,0,bantamweight,0
22,0,0,49,30,0,66,0,2,0,0,5,573,65,115,Orthodox,3.33,54,1.2,70,0.0,0,71,1.0,63,115,Southpaw,1.79,40,3.35,44,1.06,42,83,0.7,0,31,63,24,79,51,95,50,125,0,0,2,3,18,48,10,62,7,9,3,5,6,6,11,12,27,59,17,70,4,4,1,1,0,0,6,8,womens strawweight,0
23,0,0,44,38,22,0,0,0,0,0,127,26,68,135,Orthodox,3.65,32,2.42,72,2.99,46,83,0.1,67,140,Southpaw,4.81,42,4.3,59,1.1,39,59,0.5,1,89,202,74,193,115,229,74,193,2,9,0,2,51,151,41,148,24,35,10,19,14,16,23,26,85,197,72,191,4,4,2,2,0,1,0,0,bantamweight,0
24,0,0,41,41,0,60,0,0,1,0,66,96,68,145,Orthodox,4.35,42,3.64,57,0.59,75,56,0.4,68,135,Orthodox,5.32,46,3.04,61,2.88,63,71,0.4,0,67,161,59,142,89,189,69,152,0,0,3,5,39,120,38,112,20,32,16,23,8,9,5,7,67,158,54,137,0,1,2,2,0,2,3,3,bantamweight,0
25,1,0,62,42,100,5,0,0,0,1,252,205,67,135,Switch,5.99,52,3.55,62,2.14,66,90,0.1,67,135,Orthodox,4.84,49,2.2,63,1.77,24,41,0.9,0,86,137,97,230,103,157,119,260,7,7,1,17,48,96,40,154,21,24,43,60,17,17,14,16,64,106,79,207,12,18,13,14,10,13,5,9,bantamweight,1
26,0,0,55,48,60,0,0,0,0,0,426,1,74,205,Orthodox,3.59,49,2.79,53,1.18,53,65,0.2,76,185,Switch,3.95,49,2.63,61,0.0,0,82,0.3,1,107,193,78,161,184,276,99,182,3,5,0,0,67,146,32,102,29,33,17,23,11,14,29,36,85,169,77,158,6,6,0,1,16,18,1,2,light heavyweight,1
27,0,0,50,40,0,0,0,0,0,0,0,152,74,205,Orthodox,4.27,48,2.33,55,0.7,38,66,0.1,76,205,Orthodox,4.23,52,2.23,52,0.75,25,90,0.2,0,49,97,36,89,61,109,50,103,0,1,0,2,10,41,8,47,23,33,13,16,16,23,15,26,35,82,29,82,14,15,7,7,0,0,0,0,light heavyweight,0
28,0,0,40,65,0,83,0,0,0,0,0,300,64,125,Southpaw,3.52,34,2.67,61,1.41,30,62,0.6,66,125,Orthodox,3.37,55,2.65,56,2.75,28,64,0.0,0,46,114,58,88,61,130,71,107,0,0,5,6,13,57,39,65,21,41,14,18,12,16,5,5,41,108,50,77,4,5,4,5,1,1,4,6,flyweight,0
29,0,0,72,40,0,0,2,0,0,0,42,0,68,145,Orthodox,4.5,51,2.45,57,2.5,53,84,0.9,72,145,Orthodox,1.76,46,3.35,37,0.52,25,53,0.5,1,18,25,2,5,19,26,2,5,0,0,0,1,15,22,0,3,0,0,1,1,3,3,1,1,10,16,2,5,0,0,0,0,8,9,0,0,womens featherweight,1
30,0,0,60,50,75,0,2,0,0,0,566,12,70,155,Southpaw,2.0,56,0.77,70,3.46,68,93,1.0,68,155,Southpaw,4.33,40,3.87,54,0.8,17,55,0.1,1,15,25,10,20,102,119,14,24,3,4,0,0,12,22,5,15,2,2,3,3,1,1,2,2,5,14,6,14,1,1,1,1,9,10,3,5,lightweight,0
31,0,0,56,52,57,0,0,0,0,0,799,0,67,125,Southpaw,3.35,45,2.49,59,4.01,49,58,1.1,66,125,Orthodox,4.22,52,2.94,57,0.75,28,70,0.2,1,25,44,13,25,91,120,22,35,4,7,0,0,14,27,7,18,10,14,4,4,1,3,2,3,4,17,6,15,6,9,4,5,15,18,3,5,flyweight,0
32,0,2,14,63,0,0,0,0,0,0,0,73,63,115,Orthodox,2.06,45,3.38,62,2.4,44,40,1.2,64,115,Southpaw,6.21,64,5.39,45,1.98,100,100,0.5,0,1,7,29,46,1,7,30,47,0,0,0,0,0,4,22,37,0,1,3,5,1,2,4,4,1,7,12,22,0,0,0,0,0,0,17,24,womens strawweight,0
33,0,1,35,59,100,0,2,0,0,0,195,1,65,125,Orthodox,2.19,50,3.12,38,1.9,40,51,1.6,64,125,Orthodox,5.02,39,3.84,66,0.53,23,86,0.0,0,6,17,13,22,27,43,21,32,1,1,0,0,5,16,8,17,1,1,2,2,0,0,3,3,5,16,11,20,0,0,2,2,1,1,0,0,flyweight,0
34,1,0,71,0,0,0,0,0,0,0,56,11,73,155,Southpaw,19.91,77,0.52,86,0.0,0,100,0.0,72,145,Switch,7.58,39,8.88,58,0.0,0,0,0.0,1,45,63,0,3,55,74,0,3,0,0,0,2,43,61,0,2,1,1,0,1,1,1,0,0,7,8,0,3,3,3,0,0,35,52,0,0,lightweight,0
35,1,0,55,64,0,0,0,0,0,0,5,5,77,205,Southpaw,5.38,43,5.8,48,0.0,0,78,0.0,76,205,Orthodox,15.07,62,8.6,47,0.0,0,100,0.0,1,82,148,146,227,84,150,146,227,0,1,0,0,81,144,101,175,1,4,31,37,0,0,14,15,72,132,132,210,3,8,14,17,7,8,0,0,light heavyweight,0
36,0,0,54,25,100,0,1,0,1,0,488,4,70,170,Orthodox,4.72,55,3.6,63,2.69,60,100,1.2,71,170,Orthodox,3.03,44,2.16,61,1.93,41,66,0.6,1,37,68,21,84,133,187,32,95,1,1,0,0,23,52,17,76,1,1,3,7,13,15,1,1,21,49,19,82,0,0,0,0,16,19,2,2,welterweight,0
37,0,1,50,76,0,0,0,0,0,0,9,86,69,135,Switch,5.71,45,4.78,54,0.48,33,70,0.0,67,140,Southpaw,3.84,61,6.81,35,1.17,20,0,0.0,0,21,42,23,30,43,64,36,44,0,0,0,3,11,27,11,18,6,11,1,1,4,4,11,11,16,35,17,22,5,7,2,2,0,0,4,6,bantamweight,0
38,0,0,40,57,0,14,0,0,0,0,0,269,76,242,Orthodox,3.14,48,3.48,39,0.0,0,80,0.0,76,245,Orthodox,5.04,55,1.85,69,1.13,26,100,0.5,0,42,104,102,176,49,111,128,202,0,0,2,14,14,69,33,83,5,6,23,32,23,29,46,61,38,97,98,172,4,7,3,3,0,0,1,1,heavyweight,0
40,0,0,32,63,0,88,1,0,1,0,36,469,66,145,Orthodox,3.29,45,6.51,43,0.0,0,18,0.5,68,135,Switch,3.8,58,1.09,61,10.86,76,100,0.5,0,15,46,77,121,23,55,102,151,0,2,8,9,8,36,53,89,3,6,14,19,4,4,10,13,10,38,22,46,5,7,5,7,0,1,50,68,bantamweight,0
41,0,0,24,28,0,0,0,0,0,0,0,0,69,155,Orthodox,3.57,35,3.81,59,1.6,38,62,0.0,69,155,Orthodox,2.85,37,3.88,60,1.06,33,63,1.2,0,50,205,53,183,50,205,53,183,0,0,0,1,15,152,36,155,18,33,5,11,17,20,12,17,50,204,53,183,0,1,0,0,0,0,0,0,lightweight,0
42,0,0,48,33,0,20,0,0,0,0,3,4,66,135,Orthodox,5.6,43,5.87,58,0.68,21,80,0.8,64,135,Orthodox,4.03,40,3.9,60,0.88,27,92,0.1,1,94,194,65,193,94,194,65,193,0,0,1,5,35,115,48,168,19,27,4,8,40,52,13,17,93,193,65,193,1,1,0,0,0,0,0,0,bantamweight,0
43,0,0,70,31,100,6,1,0,1,1,224,452,70,145,Southpaw,4.1,50,2.82,65,0.57,78,64,0.8,71,155,Orthodox,1.35,36,3.22,31,0.97,6,50,1.0,1,48,68,16,51,97,121,26,67,1,1,1,16,33,49,10,44,11,13,1,2,4,6,5,5,30,46,14,46,12,14,2,5,6,8,0,0,featherweight,0
44,0,0,59,38,100,0,0,0,0,0,530,0,66,135,Orthodox,4.18,47,4.18,55,0.94,40,34,0.8,67,135,Orthodox,6.56,44,3.91,60,0.81,80,66,0.2,1,49,83,64,165,128,196,71,173,3,3,0,1,8,37,50,149,4,5,5,7,37,41,9,9,46,78,64,165,0,0,0,0,3,5,0,0,womens bantamweight,0
45,0,0,39,46,16,33,0,0,0,0,104,359,75,205,Orthodox,4.33,56,2.52,43,1.34,33,55,1.3,75,205,Orthodox,3.41,53,1.78,65,1.18,33,85,0.0,0,47,120,43,92,58,132,89,143,1,6,3,9,18,78,37,83,22,34,4,7,7,8,2,2,45,116,29,76,2,4,2,2,0,0,12,14,light heavyweight,0
46,0,2,41,42,0,0,0,0,0,0,48,76,75,205,Orthodox,3.68,46,2.94,61,0.22,100,70,0.0,75,220,Orthodox,2.95,44,2.33,56,0.38,33,66,0.0,1,57,137,66,156,60,141,80,172,0,0,0,2,25,88,31,110,7,15,8,16,25,34,27,30,55,133,59,144,2,4,2,5,0,0,5,7,light heavyweight,0
47,0,0,50,60,0,0,0,0,0,0,24,19,74,240,Orthodox,3.47,50,3.85,44,2.38,46,33,2.4,75,250,Orthodox,11.78,61,3.22,65,0.0,0,100,0.0,0,5,10,34,56,6,11,34,56,0,1,0,0,3,8,32,54,1,1,2,2,1,1,0,0,5,10,28,49,0,0,2,3,0,0,4,4,heavyweight,0
48,0,1,60,75,0,80,2,3,0,0,0,754,69,145,Switch,3.11,37,3.78,48,1.76,32,40,1.0,67,145,Orthodox,3.24,70,1.4,43,3.0,62,60,3.6,0,15,25,45,60,40,51,96,117,0,1,4,5,9,17,35,49,4,4,5,5,2,4,5,6,8,17,21,31,0,0,5,7,7,8,19,22,featherweight,0
49,0,0,57,61,57,0,0,0,0,0,666,7,72,185,Orthodox,2.84,52,4.18,47,3.13,35,0,0.0,75,185,Orthodox,4.17,61,2.03,59,0.5,12,60,2.0,1,31,54,57,93,101,128,87,124,4,7,0,0,13,31,39,71,7,9,14,17,11,14,4,5,23,42,29,62,7,11,27,30,1,1,1,1,middleweight,0
50,0,1,53,30,0,0,0,0,0,0,15,0,76,265,Orthodox,3.59,53,1.7,57,6.64,54,33,0.0,75,260,Orthodox,2.59,50,2.16,44,0.52,26,54,0.0,0,28,52,7,23,28,52,7,23,0,3,0,0,18,42,6,21,3,3,1,2,7,7,0,0,25,47,4,20,3,5,1,1,0,0,2,2,heavyweight,0
51,0,1,25,73,100,0,0,0,0,0,12,4,67,135,Orthodox,3.4,29,3.66,69,0.34,33,86,0.1,66,135,Switch,4.17,49,5.07,55,0.86,25,60,0.0,0,17,66,42,57,17,66,44,59,1,1,0,0,10,50,23,34,3,6,4,7,4,10,15,16,16,63,34,49,0,0,2,2,1,3,6,6,bantamweight,0
52,0,0,36,61,0,100,0,1,0,0,0,137,75,240,Orthodox,3.48,44,2.83,57,0.47,36,78,0.3,77,256,Orthodox,7.43,66,3.06,65,3.54,100,0,1.8,0,20,55,37,60,22,57,41,64,0,0,1,1,8,40,22,44,7,9,6,7,5,6,9,9,17,49,24,40,3,6,13,20,0,0,0,0,heavyweight,0
53,0,0,62,34,28,100,0,0,0,0,367,10,69,145,Orthodox,5.54,56,3.22,60,2.81,39,55,0.0,68,145,Orthodox,2.93,39,4.17,53,2.5,100,84,0.0,1,82,131,39,113,138,191,42,116,2,7,1,1,41,89,23,91,19,20,5,8,22,22,11,14,67,110,38,112,6,8,1,1,9,13,0,0,featherweight,0
54,0,0,43,78,37,0,0,0,0,0,518,309,68,135,Orthodox,2.66,36,3.84,53,2.19,48,92,0.5,66,135,Orthodox,4.22,57,2.62,51,1.62,53,50,0.2,0,7,16,47,60,35,51,215,247,3,8,0,0,3,10,7,15,3,4,30,35,1,2,10,10,3,11,8,11,4,5,21,24,0,0,18,25,womens bantamweight,0
55,1,0,81,33,0,0,0,0,0,0,10,0,68,135,Orthodox,2.82,40,3.91,65,0.33,16,72,0.0,68,135,Orthodox,2.57,35,2.57,26,2.75,100,0,2.8,1,9,11,11,33,9,11,13,35,0,0,0,0,8,10,6,27,1,1,1,2,0,0,4,4,6,7,8,30,1,2,3,3,2,2,0,0,bantamweight,0
56,0,0,70,54,100,0,0,0,0,0,509,0,75,260,Orthodox,3.58,49,2.84,58,3.7,63,75,0.3,76,260,Orthodox,2.75,52,5.19,33,1.15,100,0,0.0,1,51,72,13,24,107,135,27,38,3,3,0,0,51,72,8,19,0,0,3,3,0,0,2,2,7,17,11,22,0,0,2,2,44,55,0,0,heavyweight,0
57,0,1,64,65,0,0,0,0,0,0,0,1,69,145,Orthodox,7.02,50,7.67,51,0.0,0,85,0.0,73,145,Southpaw,5.07,47,5.72,50,1.32,54,58,0.9,0,9,14,15,23,9,14,17,25,0,0,0,0,5,9,11,18,1,1,2,3,3,4,2,2,6,11,12,17,3,3,2,5,0,0,1,1,featherweight,0
58,0,0,57,72,0,66,0,1,1,0,13,446,66,125,Orthodox,3.34,37,5.2,50,0.84,50,14,0.0,66,125,Orthodox,5.64,72,1.84,42,6.91,66,0,1.7,0,16,28,49,68,27,42,132,183,0,0,4,6,9,21,44,62,5,5,3,4,2,2,2,2,11,20,17,24,3,4,1,1,2,4,31,43,womens flyweight,0
59,0,0,26,46,60,0,0,1,0,1,194,310,65,125,Switch,5.21,52,3.0,50,1.44,40,80,0.2,65,125,Orthodox,4.96,43,3.61,64,0.28,40,60,0.6,0,40,152,38,81,50,165,95,162,3,5,0,0,23,130,24,57,14,18,9,14,3,4,5,10,18,119,25,61,20,31,13,20,2,2,0,0,womens flyweight,0
60,0,0,48,33,10,0,0,0,0,0,162,0,71,170,Orthodox,4.75,43,4.02,60,1.97,28,85,0.2,74,170,Orthodox,3.14,38,3.93,59,1.38,42,73,0.7,1,129,264,69,203,136,284,70,206,1,10,0,1,109,232,26,156,20,31,17,19,0,1,26,28,118,248,69,203,11,16,0,0,0,0,0,0,welterweight,0
61,0,0,49,41,45,0,1,4,1,1,547,114,70,185,Orthodox,4.2,44,3.71,56,2.42,52,55,0.5,74,185,Orthodox,3.5,40,2.98,52,0.0,0,53,3.4,0,32,65,41,100,70,110,61,129,5,11,0,1,16,46,37,94,12,14,3,4,4,5,1,2,22,52,18,72,7,8,15,16,3,5,8,12,middleweight,0
62,2,0,61,41,0,0,0,0,0,0,125,0,72,170,Switch,4.66,54,2.33,58,3.22,47,100,0.1,70,170,Orthodox,3.22,45,3.04,54,2.08,35,50,0.7,1,83,136,45,108,93,149,55,124,0,0,0,3,56,105,18,75,11,15,13,14,16,16,14,19,54,100,44,104,3,4,1,4,26,32,0,0,welterweight,1
63,0,0,45,26,66,0,1,0,0,0,494,12,66,135,Orthodox,3.08,42,3.13,64,6.93,54,72,0.4,66,145,Switch,3.92,39,5.47,53,1.0,25,59,0.7,1,45,98,19,73,72,136,25,83,6,9,0,0,25,73,7,56,3,4,4,8,17,21,8,9,29,74,18,72,6,9,1,1,10,15,0,0,featherweight,0
64,0,0,45,40,42,16,0,2,1,1,410,71,69,185,Southpaw,3.64,43,2.92,59,1.22,39,64,0.1,71,185,Orthodox,3.28,50,2.79,58,1.13,18,60,0.8,1,38,84,27,67,51,115,56,107,6,14,1,6,20,62,10,42,10,13,6,11,8,9,11,14,28,69,26,64,8,11,0,0,2,4,1,3,middleweight,0
65,0,0,25,71,0,100,5,0,0,0,18,145,65,115,Orthodox,3.71,41,3.01,54,1.12,33,50,3.4,64,115,Orthodox,3.99,59,5.53,58,3.37,63,25,0.5,1,4,16,5,7,71,89,14,19,0,0,1,1,0,12,1,3,3,3,4,4,1,1,0,0,4,16,5,7,0,0,0,0,0,0,0,0,womens strawweight,0
66,0,0,34,64,40,0,0,2,0,1,240,85,72,185,Orthodox,1.66,42,3.06,42,7.0,47,0,1.6,72,185,Orthodox,4.92,55,5.09,47,3.76,66,70,1.9,0,9,26,32,50,14,32,50,73,4,10,0,0,9,26,28,45,0,0,4,5,0,0,0,0,7,21,28,46,2,2,4,4,0,3,0,0,middleweight,0
67,2,0,46,48,100,33,1,0,0,2,193,343,70,170,Switch,6.57,46,7.23,49,1.0,100,57,0.5,75,170,Orthodox,4.99,60,5.34,51,1.19,33,25,0.0,1,70,152,42,86,128,213,48,93,2,2,2,6,36,112,25,67,15,20,8,10,19,20,9,9,51,126,40,84,4,7,1,1,15,19,1,1,welterweight,0
68,0,1,49,54,100,100,1,0,0,0,9,71,68,135,Southpaw,4.42,41,4.25,52,0.29,66,70,0.1,69,145,Orthodox,4.3,57,2.45,59,0.57,60,73,0.2,0,59,120,69,126,62,124,72,131,1,1,1,1,15,56,23,59,28,40,14,21,16,24,32,46,59,119,61,116,0,0,8,10,0,1,0,0,other,0
69,0,0,49,53,0,28,0,0,0,0,24,25,65,125,Orthodox,4.3,47,3.39,53,0.94,35,68,0.9,65,125,Southpaw,3.67,45,4.3,48,1.0,28,80,0.0,1,74,149,49,91,77,152,51,94,0,1,2,7,27,83,36,76,26,38,8,8,21,28,5,7,72,146,49,91,1,1,0,0,1,2,0,0,flyweight,0
70,0,0,67,64,66,33,0,0,0,1,673,2,65,135,Orthodox,7.73,52,5.51,48,2.0,60,90,0.0,68,135,Orthodox,4.2,53,3.83,46,0.5,16,37,0.5,1,57,84,38,59,135,175,70,97,4,6,1,3,33,55,22,36,9,10,4,8,15,19,12,15,27,46,31,51,11,14,3,3,19,24,4,5,womens bantamweight,0
71,0,0,52,40,100,0,1,0,0,1,188,12,69,155,Orthodox,5.64,55,2.65,59,0.74,100,100,0.7,67,155,Orthodox,3.58,42,6.49,58,0.0,0,33,0.6,1,34,65,11,27,46,78,19,35,1,1,0,2,25,54,6,21,5,7,3,4,4,4,2,2,21,45,10,26,5,8,0,0,8,12,1,1,other,0
72,0,0,46,55,0,42,0,1,0,0,183,413,70,155,Southpaw,4.21,38,3.82,58,0.49,45,77,0.1,67,155,Orthodox,2.44,34,2.57,63,3.36,38,68,0.7,0,58,126,49,89,70,138,65,107,0,0,3,7,52,113,31,71,5,12,12,12,1,1,6,6,47,115,32,72,6,6,14,14,5,5,3,3,lightweight,0
73,0,1,50,61,0,0,0,0,0,0,15,11,76,265,Orthodox,3.67,64,2.44,57,1.42,55,73,0.8,79,250,Orthodox,4.88,59,2.48,56,0.66,70,66,0.2,0,10,20,54,88,10,20,54,88,0,1,0,0,3,13,47,81,2,2,3,3,5,5,4,4,10,20,40,65,0,0,11,18,0,0,3,5,heavyweight,0
74,0,0,44,53,0,33,0,0,1,0,58,443,69,155,Orthodox,4.85,37,3.26,58,0.89,26,68,0.9,70,155,Southpaw,4.0,49,2.72,59,2.03,32,81,1.0,0,54,121,62,116,74,145,74,132,0,1,5,15,43,104,46,98,10,15,10,12,1,2,6,6,45,109,51,93,5,5,3,5,4,7,8,18,lightweight,0
75,1,0,40,66,0,0,0,0,0,0,0,0,71,135,Switch,6.85,48,3.89,59,1.07,50,30,0.5,66,135,Orthodox,3.7,39,2.71,66,2.28,31,65,0.3,1,2,5,2,3,2,5,2,3,0,0,0,0,1,3,1,2,0,0,0,0,1,2,1,1,2,5,2,3,0,0,0,0,0,0,0,0,bantamweight,0
76,0,0,66,100,0,57,0,2,0,0,4,459,76,205,Southpaw,4.61,59,3.39,40,0.0,0,41,0.0,78,205,Orthodox,1.81,88,1.41,50,4.83,34,0,1.2,0,16,24,29,29,34,43,55,58,0,0,4,7,3,7,27,27,5,6,2,2,8,11,0,0,11,19,2,2,5,5,0,0,0,0,27,27,light heavyweight,0
77,1,0,83,66,0,0,0,0,0,0,2,0,67,145,Southpaw,4.3,54,3.04,42,1.9,100,66,1.9,70,145,Southpaw,3.08,34,2.47,51,0.0,0,40,0.0,1,5,6,2,3,5,6,2,3,0,0,0,0,5,6,0,1,0,0,1,1,0,0,1,1,1,1,2,3,0,0,0,0,4,5,0,0,featherweight,0
