,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,Height_Red,Weight_Red,Stance_Red,SLpM_Red,Str_Acc_Red,SApM_Red,Str_Def_Red,TD_Avg_Red,TD_Acc_Red,TD_Def_Red,Sub_Avg_Red,Height_Blue,Weight_Blue,Stance_Blue,SLpM_Blue,Str_Acc_Blue,SApM_Blue,Str_Def_Blue,TD_Avg_Blue,TD_Acc_Blue,TD_Def_Blue,Sub_Avg_Blue,winner_color,R_SIG_STRIKE_LANDED,R_SIG_STRIKE_TOTAL,B_SIG_STRIKE_LANDED,B_SIG_STRIKE_TOTAL,R_TOTAL_STRIKE_LANDED,R_TOTAL_STRIKE_TOTAL,B_TOTAL_STRIKE_LANDED,B_TOTAL_STRIKE_TOTAL,R_TD_STRIKE_LANDED,R_TD_STRIKE_TOTAL,B_TD_STRIKE_LANDED,B_TD_STRIKE_TOTAL,R_HEAD_LANDED,R_HEAD_TOTAL,B_HEAD_LANDED,B_HEAD_TOTAL,R_BODY_LANDED,R_BODY_TOTAL,B_BODY_LANDED,B_BODY_TOTAL,R_LEG_LANDED,R_LEG_TOTAL,B_LEG_LANDED,B_LEG_TOTAL,R_DISTANCE_LANDED,R_DISTANCE_TOTAL,B_DISTANCE_LANDED,B_DISTANCE_TOTAL,R_CLINCH_LANDED,R_CLINCH_TOTAL,B_CLINCH_LANDED,B_CLINCH_TOTAL,R_GROUND_LANDED,R_GROUND_TOTAL,B_GROUND_LANDED,B_GROUND_TOTAL,weightclass,titlebout
5514,2,0,38,20,0,0,0,0,0,0,10,0,73,185,Southpaw,4.1,44,2.07,62,1.31,66,63,0.7,72,185,Open Stance,4.96,44,2.8,66,0.25,33,60,0.0,1,13,34,4,20,15,36,4,20,0,0,0,0,10,30,3,17,2,2,1,2,1,2,0,1,8,29,2,16,3,3,2,4,2,2,0,0,middleweight,1
5515,0,0,52,36,75,0,0,0,0,0,186,0,71,185,Orthodox,3.78,53,1.4,72,4.16,74,83,1.1,66,155,Orthodox,2.17,35,2.71,55,4.09,46,56,0.4,1,58,111,20,55,78,132,32,67,3,4,0,3,45,98,5,37,11,11,6,6,2,2,9,12,34,72,13,45,7,7,7,8,17,32,0,2,welterweight,0
5516,0,0,53,48,0,70,1,0,0,0,109,554,73,185,Orthodox,1.19,39,1.99,55,1.83,38,29,1.1,73,185,Orthodox,2.59,60,2.02,48,3.38,55,74,1.0,1,38,71,38,78,67,102,77,122,0,3,7,10,19,49,17,56,12,15,7,8,7,7,14,14,18,33,11,40,19,36,21,26,1,2,6,12,middleweight,0
5517,0,0,47,20,100,0,2,4,0,0,284,9,74,205,Orthodox,1.07,25,2.25,57,1.12,38,29,1.3,74,205,Sideways,0.28,20,1.41,52,0.0,0,0,8.5,1,10,21,2,10,35,48,4,12,3,3,0,0,10,21,2,9,0,0,0,1,0,0,0,0,0,2,2,10,0,0,0,0,10,19,0,0,light heavyweight,0
5518,0,0,44,35,100,60,3,0,3,1,429,246,73,170,Orthodox,1.87,42,1.8,49,1.06,100,35,2.6,72,170,Orthodox,2.32,52,4.86,42,1.57,40,78,0.3,1,48,107,14,40,108,170,23,49,1,1,3,5,31,89,9,35,14,15,4,4,3,3,1,1,13,55,7,27,6,15,3,8,29,37,4,5,welterweight,0
5519,0,0,61,20,100,0,2,0,0,0,123,0,69,170,Switch,2.14,53,1.36,53,2.95,50,35,1.2,72,185,Southpaw,2.41,51,1.69,57,2.45,55,62,0.6,1,8,13,1,5,9,14,1,5,1,1,0,0,1,6,0,4,7,7,1,1,0,0,0,0,2,6,0,4,1,1,1,1,5,6,0,0,welterweight,0
5520,1,0,41,33,22,0,2,0,0,0,291,5,74,242,Orthodox,2.12,45,2.94,57,2.8,39,66,1.1,75,245,Orthodox,2.0,40,1.91,55,0.0,0,77,0.6,1,23,56,18,53,63,98,19,54,2,9,0,0,13,44,15,49,1,1,2,2,9,11,1,2,11,34,17,52,1,3,1,1,11,19,0,0,heavyweight,0
5521,0,0,80,50,100,0,0,0,0,0,3,0,70,170,Orthodox,2.69,43,3.13,51,2.53,36,72,0.3,70,170,Orthodox,1.05,22,3.74,40,1.43,20,0,0.5,1,4,5,1,2,4,5,1,2,1,1,0,0,3,4,0,1,0,0,1,1,1,1,0,0,1,2,0,1,0,0,1,1,3,3,0,0,welterweight,0
5522,2,0,50,25,0,66,0,1,0,0,128,95,72,205,Orthodox,2.14,37,2.42,63,2.98,44,73,0.0,79,265,Orthodox,2.73,31,4.24,49,1.72,71,0,1.0,1,48,96,42,164,53,103,45,168,0,0,2,3,46,94,34,149,2,2,8,15,0,0,0,0,33,72,27,124,10,14,12,36,5,10,3,4,heavyweight,1
5523,0,0,43,38,45,40,1,1,0,1,625,138,70,170,Southpaw,2.69,37,3.02,56,1.51,24,46,0.8,73,185,Southpaw,5.43,42,3.56,61,1.32,33,60,1.0,1,41,95,13,34,65,123,118,144,5,11,2,5,29,82,13,34,12,13,0,0,0,0,0,0,3,9,6,21,3,5,5,8,35,81,2,5,welterweight,0
5524,0,0,50,53,37,0,2,0,0,0,259,15,70,145,Southpaw,2.41,40,1.85,63,2.22,33,60,1.3,72,170,Orthodox,1.18,52,2.12,35,0.0,0,50,3.5,1,10,20,8,15,37,50,11,19,3,8,0,0,6,12,6,13,3,5,1,1,1,3,1,1,1,4,1,5,3,4,5,7,6,12,2,3,welterweight,0
5525,0,0,60,51,55,100,2,1,1,0,583,122,67,145,Orthodox,2.05,44,2.44,60,2.75,44,39,2.2,72,170,Orthodox,1.74,43,1.5,59,0.89,55,42,1.4,1,20,33,20,39,58,77,66,91,5,9,1,1,15,27,17,35,5,6,3,4,0,0,0,0,2,8,8,20,2,2,3,4,16,23,9,15,welterweight,1
5526,1,0,36,11,0,0,0,0,0,0,0,0,74,185,Orthodox,3.25,36,2.98,59,1.18,45,62,0.7,74,265,Orthodox,0.94,11,4.84,63,0.0,0,0,0.0,1,41,111,8,68,41,111,8,68,0,0,0,0,19,87,7,66,6,7,0,1,16,17,1,1,41,111,8,68,0,0,0,0,0,0,0,0,heavyweight,0
5527,0,0,48,18,100,0,1,0,0,0,195,139,69,155,Orthodox,2.96,40,1.85,66,1.3,63,61,0.2,70,170,Southpaw,2.72,39,2.79,65,1.6,48,47,1.4,1,19,39,3,16,21,41,67,85,3,3,0,1,16,34,3,14,1,2,0,0,2,3,0,2,5,15,1,13,0,0,0,0,14,24,2,3,welterweight,0
5528,1,0,33,33,0,0,0,0,0,0,3,0,75,240,Orthodox,3.48,44,2.83,57,0.47,36,78,0.3,74,245,Orthodox,3.29,45,3.83,52,0.19,33,39,0.4,1,2,6,1,3,2,6,1,3,0,0,0,0,2,6,1,3,0,0,0,0,0,0,0,0,2,6,1,3,0,0,0,0,0,0,0,0,heavyweight,1
5529,0,0,60,37,100,50,1,0,1,1,176,184,72,185,Southpaw,2.41,51,1.69,57,2.45,55,62,0.6,71,170,Orthodox,3.76,45,3.03,58,0.7,55,55,2.4,1,15,25,3,8,26,37,52,63,1,1,1,2,15,24,3,8,0,1,0,0,0,0,0,0,1,2,1,4,1,1,0,0,13,22,2,4,welterweight,0
5530,0,0,71,0,50,0,3,0,0,0,229,0,75,235,Orthodox,2.61,69,3.91,26,4.34,57,66,4.3,75,265,Southpaw,0.0,0,6.38,28,0.0,0,50,0.0,1,27,38,0,3,40,52,8,12,1,2,0,0,20,31,0,3,7,7,0,0,0,0,0,0,0,0,0,1,2,2,0,1,25,36,0,1,heavyweight,0
5531,1,0,36,38,0,0,0,0,0,0,6,0,75,205,Orthodox,4.38,36,2.81,61,1.05,48,57,0.7,75,205,Orthodox,1.13,37,4.6,53,0.0,0,0,1.2,1,30,82,18,47,30,82,18,47,0,0,0,0,22,69,9,36,1,5,1,1,7,8,8,10,24,71,15,44,5,10,3,3,1,1,0,0,light heavyweight,0
5532,0,0,42,10,0,40,1,1,0,0,27,195,76,232,Orthodox,2.92,46,1.51,68,0.53,7,37,1.6,72,235,Orthodox,0.17,10,1.99,57,4.97,40,100,2.5,1,12,28,1,10,19,36,10,20,0,2,2,5,2,18,1,8,1,1,0,1,9,9,0,1,11,27,0,8,1,1,0,0,0,0,1,2,heavyweight,0
5533,0,0,64,50,66,0,3,0,0,0,163,182,73,205,Orthodox,2.23,45,1.53,57,2.48,42,65,2.6,73,205,Southpaw,3.08,43,1.1,62,3.81,59,66,0.4,1,11,17,12,24,15,21,56,69,4,6,0,3,6,12,10,20,3,3,1,3,2,2,1,1,4,5,2,6,5,8,2,3,2,4,8,15,light heavyweight,0
5535,0,0,55,41,0,16,0,2,1,0,441,169,73,185,Orthodox,3.16,48,2.64,54,0.84,50,63,0.1,69,155,Orthodox,1.12,44,1.96,43,1.79,30,25,2.1,1,51,92,12,29,94,141,15,32,0,0,1,6,31,65,7,22,11,12,4,5,9,15,1,2,12,30,3,11,20,29,9,18,19,33,0,0,middleweight,0
5536,0,0,51,70,71,25,2,3,0,0,609,176,72,170,Orthodox,2.61,50,1.65,54,3.6,51,56,0.8,71,170,Southpaw,1.39,46,1.5,55,2.67,34,43,2.0,1,25,49,14,20,146,170,19,25,5,7,1,4,19,42,1,6,4,4,2,2,2,3,11,12,5,13,1,6,4,7,13,14,16,29,0,0,middleweight,0
5537,0,0,36,35,50,100,3,0,0,0,75,388,67,155,Southpaw,3.17,43,3.03,64,0.67,30,60,0.8,69,170,Orthodox,3.73,41,3.42,62,0.71,60,63,0.3,1,13,36,19,53,22,46,84,135,1,2,3,3,9,28,12,44,3,6,5,5,1,2,2,4,9,27,4,16,3,8,6,9,1,1,9,28,welterweight,0
5538,0,0,38,62,0,75,0,2,2,0,48,360,72,185,Orthodox,1.59,44,3.64,43,0.43,42,36,0.1,72,185,Orthodox,3.05,59,2.64,56,2.55,43,25,1.3,1,13,34,15,24,16,37,61,86,0,0,3,4,13,34,3,11,0,0,8,9,0,0,4,4,1,21,5,11,1,1,2,2,11,12,8,11,middleweight,0
5539,2,0,68,31,0,50,0,0,0,0,203,77,75,230,Orthodox,3.03,56,2.81,52,0.7,53,59,0.2,75,257,Orthodox,1.31,31,3.2,38,1.09,33,40,0.0,1,28,41,10,32,39,52,28,50,0,1,1,2,4,12,7,24,13,16,1,2,11,13,2,6,12,22,5,25,15,17,1,2,1,2,4,5,heavyweight,0
5540,1,0,29,50,0,100,3,0,0,0,16,754,70,155,Orthodox,2.33,41,2.29,57,1.3,35,30,2.2,70,170,Orthodox,1.79,36,2.27,63,2.46,48,64,0.4,1,5,17,8,16,33,45,95,106,0,0,6,6,3,13,8,16,0,1,0,0,2,3,0,0,3,15,2,6,2,2,0,0,0,0,6,10,welterweight,0
5541,0,0,33,38,0,75,1,3,3,0,39,440,72,170,Orthodox,1.61,41,2.01,46,4.17,70,45,0.6,72,170,Orthodox,1.66,32,1.89,61,4.05,60,66,1.0,1,14,42,10,26,63,101,29,48,0,0,9,12,7,33,5,21,3,4,3,3,4,5,2,2,7,29,5,15,7,11,1,2,0,2,4,9,welterweight,0
5542,0,0,71,71,0,100,1,2,0,0,112,67,71,185,Southpaw,2.87,42,2.87,52,1.14,41,53,0.8,73,185,Orthodox,1.53,33,6.19,39,2.18,66,0,3.3,1,5,7,5,7,19,21,13,15,0,0,1,1,3,5,1,2,2,2,2,3,0,0,2,2,1,1,3,3,1,2,2,4,3,4,0,0,middleweight,0
5543,0,0,58,20,66,11,3,0,0,0,427,69,73,205,Orthodox,2.85,57,1.53,59,2.78,46,58,0.5,74,205,Switch,1.52,41,1.91,41,1.06,14,37,0.0,1,27,46,8,40,40,60,9,41,4,6,1,9,10,29,7,39,16,16,0,0,1,1,1,1,3,15,5,32,5,6,3,8,19,25,0,0,light heavyweight,0
5544,1,0,44,32,0,0,0,0,0,0,1,0,80,265,Orthodox,4.23,41,2.61,61,0.11,100,75,0.1,74,233,Orthodox,1.83,35,3.02,56,0.87,100,80,0.0,1,31,69,13,40,32,70,13,40,0,0,0,0,22,59,9,36,2,2,1,1,7,8,3,3,28,65,13,40,3,4,0,0,0,0,0,0,heavyweight,0
5545,2,0,33,35,0,0,0,0,0,0,77,3,74,205,Orthodox,2.97,35,2.71,56,0.44,75,81,0.0,73,185,Orthodox,1.19,39,1.99,55,1.83,38,29,1.1,1,64,191,31,87,64,191,31,87,0,0,0,8,58,185,19,73,2,2,3,3,4,4,9,11,53,163,31,87,0,0,0,0,11,28,0,0,light heavyweight,1
5546,0,0,77,47,83,0,0,0,0,0,651,101,73,185,Orthodox,2.59,60,2.02,48,3.38,55,74,1.0,71,185,Orthodox,0.41,32,2.42,42,1.95,24,30,0.7,1,54,70,9,19,140,160,16,26,5,6,0,7,21,36,4,13,11,12,5,6,22,22,0,0,6,14,4,13,36,38,5,6,12,18,0,0,middleweight,0
5547,0,0,78,33,100,0,2,0,0,0,217,0,71,185,Orthodox,3.78,53,1.4,72,4.16,74,83,1.1,69,170,Southpaw,2.79,46,1.9,56,2.35,47,75,0.8,1,25,32,1,3,37,44,1,3,1,1,0,1,25,32,1,2,0,0,0,1,0,0,0,0,4,6,1,3,0,0,0,0,21,26,0,0,welterweight,0
5548,1,0,85,92,0,50,0,0,0,0,4,287,74,205,Orthodox,2.03,48,3.86,35,0.0,0,36,0.5,68,185,Orthodox,2.82,43,3.13,54,3.1,42,92,0.0,1,6,7,12,13,9,10,33,34,0,0,2,4,3,4,8,9,1,1,4,4,2,2,0,0,4,5,0,0,2,2,3,3,0,0,9,10,light heavyweight,0
5549,0,0,54,50,50,0,1,0,0,0,317,23,70,170,Southpaw,2.69,37,3.02,56,1.51,24,46,0.8,73,170,Orthodox,0.34,26,3.65,44,0.0,0,42,0.0,1,35,64,3,6,52,86,3,6,3,6,0,0,35,64,1,4,0,0,1,1,0,0,1,1,1,6,2,4,0,0,1,2,34,58,0,0,welterweight,0
5550,0,0,44,53,100,40,4,1,1,0,724,82,72,185,Southpaw,2.62,50,1.56,52,3.01,48,60,1.3,72,185,Orthodox,1.43,42,2.79,50,2.02,33,33,2.3,1,19,43,8,15,70,102,22,30,4,4,2,5,14,38,4,11,5,5,3,3,0,0,1,1,5,10,4,9,1,2,4,6,13,31,0,0,middleweight,0
5551,0,0,55,27,50,0,0,0,0,0,40,65,70,145,Southpaw,2.41,40,1.85,63,2.22,33,60,1.3,68,155,Orthodox,2.57,42,2.39,54,2.7,45,86,0.9,1,38,68,18,66,42,72,27,75,1,2,0,0,18,43,15,61,19,24,3,5,1,1,0,0,18,37,5,33,20,31,12,31,0,0,1,2,welterweight,0
5552,0,0,33,0,66,0,1,0,0,0,70,0,70,155,Orthodox,2.33,41,2.29,57,1.3,35,30,2.2,71,170,Orthodox,3.29,46,3.63,58,1.09,34,46,1.3,1,1,3,0,0,6,8,0,0,2,3,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,welterweight,0
5553,1,0,37,16,0,0,0,0,0,0,1,0,72,185,Open Stance,4.96,44,2.8,66,0.25,33,60,0.0,71,170,Orthodox,2.6,42,3.65,51,0.91,21,47,0.9,1,3,8,2,12,3,8,2,12,0,0,0,0,2,7,1,10,0,0,1,2,1,1,0,0,2,7,2,12,0,0,0,0,1,1,0,0,middleweight,0
5554,0,0,0,0,33,0,1,0,0,0,90,0,70,170,Orthodox,1.79,36,2.27,63,2.46,48,64,0.4,69,170,Orthodox,1.63,48,1.33,55,0.3,100,46,0.3,1,0,2,0,2,4,6,1,3,1,3,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,welterweight,0
5555,1,0,70,33,0,0,0,0,0,0,3,0,73,170,Orthodox,2.36,37,2.29,54,1.06,50,61,0.6,70,185,Southpaw,2.08,40,2.58,53,1.49,100,0,0.0,1,7,10,1,3,7,10,1,3,0,0,0,0,6,9,0,2,0,0,0,0,1,1,1,1,4,6,1,3,0,0,0,0,3,4,0,0,middleweight,0
5556,0,0,41,41,20,50,0,0,0,0,547,121,71,185,Southpaw,2.87,42,2.87,52,1.14,41,53,0.8,71,170,Orthodox,2.81,48,3.21,48,0.68,20,43,0.2,1,26,63,26,63,185,234,30,67,1,5,1,2,17,51,18,51,4,5,4,7,5,7,4,5,9,24,8,28,12,27,15,29,5,12,3,6,middleweight,0
5557,0,0,33,34,100,0,2,0,0,0,301,9,72,185,Orthodox,2.71,49,2.32,55,1.87,51,70,0.8,72,185,Orthodox,3.01,47,1.19,76,0.49,18,36,2.5,1,21,63,23,66,27,70,46,89,2,2,0,3,7,43,2,34,1,2,6,9,13,18,15,23,13,49,22,63,3,3,1,2,5,11,0,1,middleweight,0
5558,0,0,47,37,42,100,1,2,1,1,589,127,76,205,Orthodox,2.76,38,3.01,52,1.32,40,60,1.0,74,205,Orthodox,1.07,25,2.25,57,1.12,38,29,1.3,1,43,91,11,29,105,162,52,71,3,7,1,1,39,86,9,26,2,3,2,2,2,2,0,1,8,22,6,18,9,18,3,7,26,51,2,4,light heavyweight,0
5559,1,0,50,0,0,33,0,1,0,0,173,165,72,185,Orthodox,1.59,44,3.64,43,0.43,42,36,0.1,70,185,Orthodox,0.18,12,4.03,56,2.67,60,0,2.7,1,20,40,0,1,30,50,8,20,0,0,1,3,15,34,0,1,5,6,0,0,0,0,0,0,5,13,0,1,1,1,0,0,14,26,0,0,middleweight,0
5560,0,1,35,26,0,20,1,1,1,0,75,48,73,185,Southpaw,4.1,44,2.07,62,1.31,66,63,0.7,72,185,Orthodox,3.05,59,2.64,56,2.55,43,25,1.3,1,97,272,25,95,104,279,27,99,0,0,1,5,79,245,15,71,11,18,9,23,7,9,1,1,82,241,22,87,15,26,3,8,0,5,0,0,middleweight,1
5561,1,0,46,54,0,0,1,0,0,0,40,82,74,245,Orthodox,3.29,45,3.83,52,0.19,33,39,0.4,75,245,Orthodox,2.0,40,1.91,55,0.0,0,77,0.6,1,20,43,18,33,23,47,26,41,0,0,0,1,12,35,6,17,8,8,11,14,0,0,1,2,5,19,7,16,13,17,11,17,2,7,0,0,heavyweight,0
5562,1,0,56,9,0,0,0,0,0,0,3,0,73,185,Southpaw,5.43,42,3.56,61,1.32,33,60,1.0,68,170,Orthodox,1.43,9,17.86,43,0.0,0,0,0.0,1,25,44,2,22,26,45,2,22,0,0,0,0,20,39,2,22,5,5,0,0,0,0,0,0,17,34,2,22,4,5,0,0,4,5,0,0,welterweight,0
5563,0,1,44,40,80,50,2,0,0,2,362,56,70,170,Orthodox,2.49,41,2.19,58,5.27,59,59,1.0,66,170,Orthodox,1.98,39,2.64,46,2.05,20,38,0.9,1,56,127,26,65,113,191,52,91,8,10,1,2,51,119,16,53,4,7,4,5,1,1,6,7,18,55,15,51,3,8,3,5,35,64,8,9,welterweight,0
5564,2,0,63,31,0,0,0,0,0,0,36,42,72,185,Open Stance,4.96,44,2.8,66,0.25,33,60,0.0,70,170,Southpaw,1.62,36,2.32,47,0.75,66,75,0.0,1,19,30,6,19,46,57,11,25,0,0,0,0,15,23,2,10,4,5,1,3,0,2,3,6,7,12,3,12,6,11,3,7,6,7,0,0,middleweight,0
5565,0,0,75,100,100,0,1,0,0,0,124,0,75,205,Orthodox,4.38,36,2.81,61,1.05,48,57,0.7,75,200,Orthodox,1.54,85,3.59,17,0.0,0,0,3.9,1,3,4,1,1,32,33,2,2,1,1,0,0,3,4,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,2,2,0,0,light heavyweight,0
5566,0,0,58,23,0,0,0,0,0,0,7,0,75,240,Orthodox,3.48,44,2.83,57,0.47,36,78,0.3,73,235,Orthodox,2.86,43,5.66,49,0.82,25,50,0.0,1,33,56,5,21,33,56,7,23,0,0,0,1,22,43,4,20,1,2,0,0,10,11,1,1,27,48,5,21,3,5,0,0,3,3,0,0,heavyweight,1
5567,0,1,68,61,50,0,1,1,1,0,92,109,69,170,Switch,2.14,53,1.36,53,2.95,50,35,1.2,69,170,Southpaw,2.79,46,1.9,56,2.35,47,75,0.8,1,13,19,13,21,19,25,25,33,1,2,0,0,10,16,9,17,2,2,4,4,1,1,0,0,1,4,0,3,2,2,6,7,10,13,7,11,welterweight,1
5568,0,2,37,68,66,0,4,0,1,1,327,281,72,185,Orthodox,1.43,42,2.79,50,2.02,33,33,2.3,71,170,Orthodox,2.81,48,3.21,48,0.68,20,43,0.2,1,9,24,37,54,35,55,49,66,4,6,0,0,3,16,28,44,5,7,5,5,1,1,4,5,4,12,14,19,1,4,5,8,4,8,18,27,middleweight,0
5569,1,0,50,37,0,0,0,0,0,0,2,2,74,205,Orthodox,2.97,35,2.71,56,0.44,75,81,0.0,73,205,Orthodox,2.85,57,1.53,59,2.78,46,58,0.5,1,13,26,9,24,15,28,9,24,0,0,0,0,12,25,8,22,0,0,0,1,1,1,1,1,11,23,8,21,0,1,1,3,2,2,0,0,light heavyweight,1
5570,0,0,44,0,50,100,1,0,0,1,328,113,72,185,Southpaw,2.62,50,1.56,52,3.01,48,60,1.3,71,185,Orthodox,0.41,32,2.42,42,1.95,24,30,0.7,1,11,25,0,4,59,77,26,31,2,4,1,1,6,17,0,4,1,2,0,0,4,6,0,0,0,4,0,4,10,16,0,0,1,5,0,0,middleweight,0
5571,0,0,68,39,100,16,4,0,1,1,583,99,71,185,Orthodox,3.78,53,1.4,72,4.16,74,83,1.1,73,185,Orthodox,1.83,43,2.3,49,1.31,28,43,1.3,1,64,94,16,41,117,148,28,53,5,5,1,6,41,70,6,26,16,17,9,12,7,7,1,3,13,26,11,34,6,7,1,1,45,61,4,6,welterweight,0
5572,0,1,56,51,25,100,0,1,1,0,446,161,74,205,Switch,1.52,41,1.91,41,1.06,14,37,0.0,72,265,Orthodox,0.83,42,2.23,40,0.43,100,54,0.4,1,34,60,18,35,85,117,40,58,1,4,1,1,14,39,8,23,20,21,6,8,0,0,4,4,2,21,5,15,1,2,9,13,31,37,4,7,heavyweight,0
5573,0,0,55,60,66,100,2,0,0,0,199,71,73,205,Orthodox,2.23,45,1.53,57,2.48,42,65,2.6,75,205,Orthodox,0.48,30,4.03,41,4.84,57,44,1.2,1,15,27,3,5,44,59,10,12,2,3,2,2,11,22,2,4,3,4,1,1,1,1,0,0,3,6,1,2,5,6,1,2,7,15,1,1,light heavyweight,0
5574,0,0,28,54,0,100,1,0,0,0,0,81,72,185,Orthodox,3.01,47,1.19,76,0.49,18,36,2.5,72,185,Southpaw,2.41,51,1.69,57,2.45,55,62,0.6,1,2,7,6,11,5,11,7,12,0,1,1,1,2,5,4,9,0,0,0,0,0,2,2,2,0,5,1,3,2,2,2,2,0,0,3,6,middleweight,0
5575,0,0,63,0,0,100,0,2,0,0,17,25,73,185,Southpaw,4.1,44,2.07,62,1.31,66,63,0.7,73,205,Orthodox,1.47,46,4.3,39,0.94,60,44,2.5,1,23,36,0,4,25,38,0,4,0,0,1,1,20,33,0,4,3,3,0,0,0,0,0,0,6,14,0,4,0,2,0,0,17,20,0,0,light heavyweight,0
5576,0,0,47,38,22,0,1,0,0,0,154,19,75,205,Orthodox,4.38,36,2.81,61,1.05,48,57,0.7,76,205,Orthodox,2.76,38,3.01,52,1.32,40,60,1.0,1,88,184,57,150,96,192,64,157,2,9,0,0,62,149,55,146,16,22,1,2,10,13,1,2,51,128,43,127,33,51,14,23,4,5,0,0,light heavyweight,1
5577,1,0,18,25,0,50,0,0,0,0,159,81,74,205,Orthodox,1.07,25,2.25,57,1.12,38,29,1.3,74,205,Orthodox,0.99,39,1.38,65,3.98,78,64,1.3,1,22,119,21,84,71,171,81,151,0,1,1,2,12,95,6,66,5,17,1,2,5,7,14,16,21,108,19,81,1,3,1,1,0,8,1,2,light heavyweight,0
5578,0,0,66,50,50,0,0,0,0,0,92,0,70,170,Southpaw,2.69,37,3.02,56,1.51,24,46,0.8,70,145,Southpaw,2.41,40,1.85,63,2.22,33,60,1.3,1,14,21,2,4,14,21,5,7,1,2,0,0,13,20,1,3,1,1,1,1,0,0,0,0,0,2,0,1,2,2,1,1,12,17,1,2,middleweight,1
5579,0,0,82,50,100,0,0,1,0,0,189,0,70,170,Orthodox,1.79,36,2.27,63,2.46,48,64,0.4,71,185,Orthodox,0.23,50,3.22,17,0.0,0,0,3.5,1,14,17,1,2,27,31,3,4,2,2,0,0,13,16,0,1,0,0,0,0,1,1,1,1,2,3,1,2,0,0,0,0,12,14,0,0,middleweight,0
5580,0,0,43,29,0,0,0,0,0,0,0,0,72,185,Open Stance,4.96,44,2.8,66,0.25,33,60,0.0,69,185,Orthodox,2.72,42,6.17,57,0.0,0,75,0.0,1,36,82,10,34,36,82,10,34,0,0,0,0,26,71,3,26,8,9,0,0,2,2,7,8,36,82,10,34,0,0,0,0,0,0,0,0,middleweight,0
5581,1,0,53,25,0,0,0,0,0,0,0,0,73,170,Orthodox,2.36,37,2.29,54,1.06,50,61,0.6,75,185,Orthodox,1.22,40,2.27,42,0.0,0,22,4.9,1,7,13,1,4,7,13,1,4,0,0,0,0,6,12,0,2,0,0,0,1,1,1,1,1,7,13,1,4,0,0,0,0,0,0,0,0,middleweight,0
5582,0,0,67,33,100,0,0,0,0,0,86,0,71,185,Southpaw,2.87,42,2.87,52,1.14,41,53,0.8,70,185,Orthodox,0.63,33,17.05,32,0.0,0,0,0.0,1,27,40,1,3,34,47,3,5,1,1,0,0,21,34,1,3,6,6,0,0,0,0,0,0,0,1,0,1,1,2,1,2,26,37,0,0,middleweight,0
5583,0,0,50,33,0,0,0,1,0,0,63,0,68,155,Orthodox,2.57,42,2.39,54,2.7,45,86,0.9,72,170,Orthodox,0.6,33,3.6,50,0.0,0,0,9.0,1,6,12,1,3,12,19,2,4,0,0,0,1,6,12,0,1,0,0,1,1,0,0,0,1,0,4,1,3,0,0,0,0,6,8,0,0,welterweight,0
5584,0,0,67,44,0,100,0,1,0,0,189,21,72,185,Orthodox,3.05,59,2.64,56,2.55,43,25,1.3,73,185,Southpaw,2.34,63,2.71,37,5.54,50,0,5.5,1,19,28,4,9,62,77,4,11,0,0,2,2,18,27,3,7,1,1,0,0,0,0,1,2,0,0,1,4,1,1,3,5,18,27,0,0,middleweight,1
5585,1,0,44,25,0,0,0,0,0,0,3,78,74,245,Orthodox,3.29,45,3.83,52,0.19,33,39,0.4,73,235,Orthodox,2.86,43,5.66,49,0.82,25,50,0.0,1,22,50,7,28,24,52,15,37,0,0,0,0,12,38,3,19,3,3,0,3,7,9,4,6,18,45,1,21,3,4,6,7,1,1,0,0,heavyweight,0
5586,2,0,50,47,0,100,1,0,0,0,159,35,72,185,Orthodox,1.59,44,3.64,43,0.43,42,36,0.1,70,185,Southpaw,2.08,40,2.58,53,1.49,100,0,0.0,1,17,34,11,23,25,43,12,24,0,0,1,1,16,31,2,12,1,2,4,5,0,1,5,6,2,11,4,16,3,3,6,6,12,20,1,1,middleweight,0
5587,1,0,50,50,0,0,2,0,0,0,8,0,75,240,Orthodox,3.48,44,2.83,57,0.47,36,78,0.3,80,265,Orthodox,4.23,41,2.61,61,0.11,100,75,0.1,1,5,10,2,4,5,10,2,4,0,0,0,0,1,6,1,3,0,0,0,0,4,4,1,1,5,6,2,4,0,0,0,0,0,4,0,0,heavyweight,1
5588,0,0,43,43,77,0,2,2,0,2,773,33,70,170,Orthodox,2.49,41,2.19,58,5.27,59,59,1.0,71,170,Orthodox,3.76,45,3.03,58,0.7,55,55,2.4,1,29,66,7,16,81,124,58,67,7,9,0,0,29,66,4,13,0,0,3,3,0,0,0,0,0,5,1,9,1,1,5,6,28,60,1,1,welterweight,0
